cell,request,receipt,output_limit,reserved_bound,charged,truncated,rejected
snippets-v1__amc12b_2003_p17__training-A__seed0,1,b27f9c88ffe74ffa9d58a94634ec9ed7,32768,0.0528188,0.0022142,False,False
snippets-v1__amc12b_2003_p17__training-A__seed0,2,917c75aa1dbf43d5a1539434e85f4520,32768,0.053424,0.00056784,False,False
snippets-v1__amc12b_2003_p17__training-A__seed0,3,7b55c5e7fb334c459e4df4fd11fba147,32768,0.0534396,0.002244,False,False
snippets-v1__amc12b_2003_p17__training-A__seed0,4,2bc0090a48c8417ca3f25c333645a9ee,32768,0.053905999999999996,0.00038522,False,False
snippets-v1__amc12b_2003_p17__training-A__seed0,5,e4544914f47349ebbc94b3bfdb067adb,32768,0.0543902,0.0005688,False,False
snippets-v1__amc12b_2003_p17__training-A__seed0,6,eef435e86bec485d9a2889ba4c9a33e3,32768,0.054178199999999996,0.0026396,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,1,6c328c788aad4686b183b2d3beb985c8,32768,0.052846,0.0021042,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,2,c875bf8422b4411bb7715be8a16b53fe,32768,0.053467799999999996,0.00055396,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,3,2d2473e699fe4796bb906a49e21a4326,32768,0.0549206,0.0006237399999999999,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,4,85a32922f8984d689eee8048d3119ca9,32768,0.055565199999999995,0.0005579599999999999,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,5,a82cc8edb42642cf840bcc03251ed478,32768,0.0561788,0.0019015999999999998,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,6,d9537f4b5f34404ab8a3d903cdc2b0eb,32768,0.055545399999999995,0.00355194,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,7,0d1dde4c72074a8988e0b7997051529f,32768,0.0567328,0.0033369999999999997,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,8,67664a97641442a280e53e3bf8b61fbd,32768,0.0570528,0.0020792999999999996,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,9,bb30b3cc856f4338923f0904f9818f9a,32768,0.0575018,0.00038157999999999996,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,10,acb56efd239b4d62ac7b3d28100fe8db,32768,0.057894799999999996,0.0012454,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,11,98053a26711c4126a9a735b1dd1c8879,32768,0.05831019999999999,0.0034538,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,12,b8141e07303942978cac347a5e0a58b0,32768,0.058893799999999996,0.00137648,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,13,463172de1b4d450a9ac7829cb530bdae,32768,0.059542199999999997,0.0049884,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,14,34fd7a85e2604c9fb67c5a313288edbf,32768,0.061751,0.0018260999999999998,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,15,67d937ff3c9746dca9c1c52138446062,32768,0.0616194,0.00434,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,16,a42409197b2e4a5ea5b51ef94c79adab,32768,0.0625806,0.00212102,False,False
snippets-v1__mathd_algebra_224__training-A__seed0,17,eb4f8ab6cdd34c669742ab1b44e53343,32768,0.0635308,0.0049524,False,False
snippets-v1__aime_1988_p3__training-A__seed0,1,732a742e8d504dc3991d9209a36817fe,32768,0.0528932,0.0024208,False,False
snippets-v1__aime_1988_p3__training-A__seed0,2,4d0b494903314132becad167423d15d0,32768,0.054279799999999996,0.0006439,False,False
snippets-v1__aime_1988_p3__training-A__seed0,3,9908314070d3482c8516d1f8020c4f17,32768,0.0548844,0.0004953,False,False
snippets-v1__aime_1988_p3__training-A__seed0,4,5532af332d954be2ab3c955b9b74a1aa,32768,0.055521,0.00059238,False,False
snippets-v1__aime_1988_p3__training-A__seed0,5,3a05c167a676460eb3aeaaa5569232c5,32768,0.0562618,0.00138194,False,False
snippets-v1__aime_1988_p3__training-A__seed0,6,f00ea5e2e30d468b96e159eb0b6e617f,32768,0.0554492,0.0043542,False,False
snippets-v1__aime_1988_p3__training-A__seed0,7,d9ca94912bf74726acbca81a29c97899,32768,0.0561388,0.00283508,False,False
snippets-v1__aime_1988_p3__training-A__seed0,8,5b79106b12e84cb09fca0a264d4dae37,32768,0.05677259999999999,0.0038615999999999998,False,False
snippets-v1__aime_1988_p3__training-A__seed0,9,c391b28f14c84d0681b78807b08eab61,32768,0.057378,0.0041014,False,False
snippets-v1__aime_1988_p3__training-A__seed0,10,503d15e521ea48c38c28f6b8add03536,32768,0.0586016,0.001445,False,False
snippets-v1__aime_1988_p3__training-A__seed0,11,90bc0c065bc64c0bb5a346f9e4da757e,32768,0.0586972,0.0045822,False,False
snippets-v1__aime_1988_p3__training-A__seed0,12,fde89afe2aff4af0915ebb4e087871c6,32768,0.059519,0.0045784,False,False
snippets-v1__aime_1988_p3__training-A__seed0,13,a1f04722218a4052b95cdd7f177e23b9,32768,0.06028119999999999,0.004044,False,False
snippets-v1__aime_1988_p3__training-A__seed0,14,d39ac4b7caab437b944b64a01c3365dc,32768,0.0606704,0.00048938,False,False
snippets-v1__aime_1988_p3__training-A__seed0,15,d23b3c9289a649fd9530f598ef19a309,32768,0.0610368,0.00052688,False,False
snippets-v1__aime_1988_p3__training-A__seed0,16,6b741fbf03b240c0ace38583e1f4bae9,32768,0.061526199999999996,0.00120398,False,False
snippets-v1__aime_1988_p3__training-A__seed0,17,84b6a4502390423b9ebe2d1d772e5e7e,32768,0.0613394,0.0053176000000000005,False,False
snippets-v1__mathd_algebra_28__training-A__seed0,1,2fbb6552943043d09e637db46d2fdf05,32768,0.0520958,0.0022738,False,False
snippets-v1__mathd_algebra_28__training-A__seed0,2,29c42e0acb0f4ff5a71d393404725ff2,32768,0.0526672,0.0021332,False,False
snippets-v1__mathd_algebra_28__training-A__seed0,3,e2ea97d394e94f548a9f015dbe8580f1,32768,0.053401,0.00059618,False,False
snippets-v1__mathd_algebra_28__training-A__seed0,4,772b1b17f9db421bb0d3f7dd734855d2,32768,0.053280999999999995,0.0022862,False,False
snippets-v1__aime_1988_p8__training-A__seed0,1,d3d2ddd5892f42ff829fb410e49c2f56,32768,0.0530934,0.0036115999999999995,False,False
snippets-v1__aime_1988_p8__training-A__seed0,2,6f7f4042576a4d879fc881884cbd02c9,32768,0.0538424,0.0031986000000000002,False,False
snippets-v1__aime_1988_p8__training-A__seed0,3,689a4f4173c44f8e98c30bf604eb5940,32768,0.0550834,0.0009495199999999999,False,False
snippets-v1__aime_1988_p8__training-A__seed0,4,2dc31e2f867c495487f232ec9d42960b,32768,0.0556362,0.0036588,False,False
snippets-v1__aime_1988_p8__training-A__seed0,5,99596372881141aba0d6625dd442ba5f,32768,0.0565592,0.0041589999999999995,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,1,6509bbfb2d614e5a8cf9b82312b523e5,32768,0.052879999999999996,0.0021885999999999997,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,2,eb069a46a51c4f6a8968dab3996f45ff,32768,0.0551932,0.00115644,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,3,ed4c306526574ae0912b6ec1db8cd985,32768,0.055802199999999996,0.0009392000000000001,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,4,1a06ed03343b4949b2bd4f970334a8f8,32768,0.0575894,0.0012696399999999998,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,5,ecc6a5f1e8d543a58e0a53e6701b0afe,32768,0.0583726,0.00049146,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,6,f21642714e6b4e5e87ca3661d319fe64,32768,0.0587756,0.00045756000000000003,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,7,df5ae83d50ea46ac9a16fbbe2603310f,32768,0.0592302,0.00054814,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,8,8e20f3722ec742358a646efa4cac7d7b,32768,0.059700199999999995,0.0012763599999999998,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,9,56ddaa9dac064c3293beeda31a06f946,32768,0.0611048,0.00095348,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,10,9d4e5fc190c04a0885cabff3bc228d88,32768,0.061810199999999996,0.0007223399999999999,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,11,6269c62c2d864ac48ea765b83b92528a,32768,0.062340999999999994,0.00053388,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,12,9091865e69294e4897e8ee6e77941822,32768,0.0627464,0.00070266,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,13,9c9c7fec40694f9a8d930f0b77f2b141,32768,0.0635246,0.00062754,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,14,dfbb60dbcebb4c9f95b2625ab00d5376,32768,0.0638942,0.0005340400000000001,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,15,d94e494cd0ca42c5b61a145bdd448ea9,32768,0.0643256,0.0006796,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,16,1adeab15037a4963926b0a3687c77bf8,32768,0.0649134,0.00070692,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,17,3ffe562186ba4a5d91acbcc331d149e3,32768,0.0659478,0.00224128,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,18,0600bb15ca3a4dd0bce8560259e508f8,32768,0.060617599999999994,0.0056327999999999994,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,19,31301bb26c8848fbab359b305340e199,32768,0.0626062,0.00084898,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,20,53de1218c6f741feb56c744da3b24fc1,32768,0.06310879999999999,0.00309634,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,21,3bece874f31f4a909ebb7278fab80e23,32768,0.0632244,0.0070913999999999994,False,False
snippets-v1__amc12b_2002_p11__training-A__seed0,22,99561df9586641cf9b8afea51b9e7442,32768,0.064998,0.0077912,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,1,d3ef20673ca24008a27867c0902e1198,32768,0.0529604,0.0038404,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,2,1d97590de1954998add723eb55e6c537,32768,0.0535616,0.0026799999999999997,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,3,a82cabf754524fea8315098ac8a24fd8,32768,0.0545646,0.00077366,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,4,3b23690241ff48b4a410f12c92c2ac06,32768,0.0553858,0.0010100999999999999,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,5,8d369d881d8e445eb0e9a0b3b451ce4a,32768,0.054523999999999996,0.003534,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,6,58d7abcba5ea4a4d80393621009b2eed,32768,0.055396,0.0041832,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,7,07ff4ee294804374b9e363a850deb5ca,32768,0.05628999999999999,0.00335698,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,8,6217b2004bd94e08b3643d988de3362f,32768,0.0586316,0.0015155400000000001,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,9,a35de8acd9c64f2c89a7a44a62cd30e5,32768,0.057909199999999994,0.004268,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,10,73bb7634445c4e04af182d7f3284e327,32768,0.0585146,0.0040816,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,11,e721f79c7eb94f20b0fc4e4391251480,32768,0.0590816,0.00474,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,12,935fcb4eba9048e697390b83f6be4382,32768,0.0614918,0.0011491,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,13,8a80302786aa462e999273ca1a75e2f6,32768,0.0598564,0.00376776,False,False
snippets-v1__mathd_numbertheory_629__training-A__seed0,14,5e61bb57dc29452aaba3db666d785bdd,32768,0.060348399999999996,0.00364196,False,False
snippets-v1__induction_pord1p1on2powklt5on2__training-A__seed0,1,637f071fc52b4f2cb501141c621f06ca,32768,0.052941199999999994,0.0027174,False,False
snippets-v1__induction_pord1p1on2powklt5on2__training-A__seed0,2,1a1cecd59b51410ebfccb06e74b22586,32768,0.053940999999999996,0.00270028,False,False
snippets-v1__induction_pord1p1on2powklt5on2__training-A__seed0,3,e93d751498be4d4388357160b30f43d7,32768,0.0542222,0.0024966,False,False
snippets-v1__induction_pord1p1on2powklt5on2__training-A__seed0,4,3fe4547aeb8e4e74ada61f9e36cb2952,32768,0.054504399999999995,0.0040766,False,False
snippets-v1__induction_pord1p1on2powklt5on2__training-A__seed0,5,cf674cf73c5648949dabe3c202c488e0,32768,0.0553496,0.0032386,False,False
snippets-v1__induction_pord1p1on2powklt5on2__training-A__seed0,6,4e8d510828884976834956a8a241a022,32768,0.056171799999999994,0.003548,False,False
snippets-v1__induction_pord1p1on2powklt5on2__training-A__seed0,7,b8780d15d021440d9cf5355d73329dde,32768,0.056825799999999996,0.0022968199999999998,False,False
snippets-v1__induction_pord1p1on2powklt5on2__training-A__seed0,8,52568ff2a36a4588973faf0522c5fe25,32768,0.0576326,0.0006905,False,False
snippets-v1__induction_pord1p1on2powklt5on2__training-A__seed0,9,de31f3a42756409ba47b72dff5445289,32768,0.057676599999999995,0.0046906,False,False
snippets-v1__induction_pord1p1on2powklt5on2__training-A__seed0,10,d5ce6498f0ec470895280018a5a0ffce,32768,0.05865719999999999,0.004715,False,False
snippets-v1__induction_pord1p1on2powklt5on2__training-A__seed0,11,1011f57d278240089154595295876feb,32768,0.05959199999999999,0.0047354,False,False
snippets-v1__induction_pord1p1on2powklt5on2__training-A__seed0,12,7a5bd69960054c9b92d9765e69285e6a,32768,0.060697,0.0049764,False,False
snippets-v1__imo_1983_p6__training-A__seed0,1,fe3c5fc13db84692ab40b1edbc9fb06f,32768,0.052832199999999996,0.0020934,False,False
snippets-v1__imo_1983_p6__training-A__seed0,2,8dc386d61d3a4a8e8dc887f507643f37,32768,0.0540752,0.0014234,False,False
snippets-v1__imo_1983_p6__training-A__seed0,3,6fa87283d13f44bc8c561a9feb8534fe,32768,0.054164,0.0044714,False,False
snippets-v1__imo_1983_p6__training-A__seed0,4,68955a6d54df469db3d8454503c9979b,32768,0.054925999999999996,0.003244,False,False
snippets-v1__imo_1983_p6__training-A__seed0,5,02820d01ce4e4303b53920270d6cb2b2,32768,0.0558312,0.0010241,False,False
snippets-v1__imo_1983_p6__training-A__seed0,6,b3151ac0c9f2499192700201b1848b10,32768,0.0562134,0.0033146,False,False
snippets-v1__imo_1983_p6__training-A__seed0,7,5ad609b447ff445c8bf48242ba41d2df,32768,0.0570784,0.00074924,False,False
snippets-v1__imo_1983_p6__training-A__seed0,8,5c2826e27ba94ad3841ae83c46887965,32768,0.0570286,0.003883,False,False
snippets-v1__imo_1983_p6__training-A__seed0,9,5087ac2d8bdc4a848e98d527daf2bb73,32768,0.057834399999999994,0.003887,False,False
snippets-v1__imo_1983_p6__training-A__seed0,10,b8aa96cbd9ae48a18ee8c718ea000d5f,32768,0.05842359999999999,0.00106752,False,False
snippets-v1__imo_1983_p6__training-A__seed0,11,08b2713d92f7430e911b21019ad3ac48,32768,0.059339199999999995,0.00124398,False,False
snippets-v1__imo_1983_p6__training-A__seed0,12,3d7b986fa56e440db92c7043aec9d486,32768,0.06033619999999999,0.0012733599999999999,False,False
snippets-v1__imo_1983_p6__training-A__seed0,13,fbdf8dd38c5b423cb6f7841279e11062,32768,0.059663999999999995,0.00423722,False,False
snippets-v1__aime_1984_p1__training-A__seed0,1,ce55c8cabe9048ef90daf2915b7368d5,32768,0.0528576,0.0024875999999999995,False,False
snippets-v1__aime_1984_p1__training-A__seed0,2,4f3bdf57daaa4d7c97e6d4357645e8b4,32768,0.054315999999999996,0.00050502,False,False
snippets-v1__aime_1984_p1__training-A__seed0,3,950b79483018470c8d495748faff93fd,32768,0.054430599999999996,0.0009916999999999999,False,False
snippets-v1__aime_1984_p1__training-A__seed0,4,18b07b789d6a4f949a0431da530e3a30,32768,0.055656399999999995,0.00139024,False,False
snippets-v1__aime_1984_p1__training-A__seed0,5,25345a0d7b50452ba0ae468f15f0908e,32768,0.0571504,0.00082502,False,False
snippets-v1__aime_1984_p1__training-A__seed0,6,16ff2d7899e04f9aac017a9c77a648d2,32768,0.057835,0.00064988,False,False
snippets-v1__aime_1984_p1__training-A__seed0,7,818c8648983845beb2a8fb15b5853f20,32768,0.05539379999999999,0.0029427999999999998,False,False
snippets-v1__aime_1984_p1__training-A__seed0,8,07825704d7db44c1a80ac0194a6f347f,32768,0.05595699999999999,0.0030865999999999997,False,False
snippets-v1__aime_1984_p1__training-A__seed0,9,62007dba7ffb4993b85f2994713f8da5,32768,0.0560916,0.0035399999999999997,False,False
snippets-v1__aime_1984_p1__training-A__seed0,10,affa5d799add4612b7e7eff85ea51935,32768,0.0568466,0.0044092,False,False
snippets-v1__aime_1984_p1__training-A__seed0,11,5966468c98d44bd5a51eea1b6cf49b11,32768,0.0584046,0.0015915399999999998,False,False
snippets-v1__aime_1984_p1__training-A__seed0,12,08df2df9b40e4886a745ead6064405b7,32768,0.0602558,0.0015025,False,False
snippets-v1__aime_1984_p1__training-A__seed0,13,edc41f5cc481493fba1767cbbafa63db,32768,0.0586112,0.00350522,False,False
snippets-v1__aime_1984_p1__training-A__seed0,14,127a81db965f4367863ac34f1582c998,32768,0.059507599999999994,0.0061674,False,False
snippets-v1__aime_1984_p1__training-A__seed0,15,1709b1f33483480f91c25b7bc921f324,32768,0.0605548,0.0087104,False,False
snippets-v1__amc12a_2002_p13__training-A__seed0,1,199199fb640b42d5a97d50d43907ec26,32768,0.0528692,0.0022136,False,False
snippets-v1__amc12a_2002_p13__training-A__seed0,2,31146eb3aaeb4e5287d6b4bb8cee87d3,32768,0.053519,0.0020176599999999997,False,False
snippets-v1__amc12a_2002_p13__training-A__seed0,3,d1255d8246fc4335960cafb5bc0b5905,32768,0.0541438,0.0047676,False,False
snippets-v1__amc12a_2002_p13__training-A__seed0,4,1a5ae5aeca6a41cfa11fe7ebbee040eb,32768,0.0559536,0.0042574,False,False
snippets-v1__amc12a_2002_p13__training-A__seed0,5,b04b4652ff684cf1ba5565b32dac134a,32768,0.057650999999999994,0.004652999999999999,False,False
snippets-v1__amc12a_2002_p13__training-A__seed0,6,af11cf4b13284af0915f38a0e7e8368f,32768,0.058902399999999994,0.004009459999999999,False,False
snippets-v1__mathd_numbertheory_42__training-A__seed0,1,4f3287ab645940c2ae990d9ce1ae7675,32768,0.052858199999999994,0.0021319999999999998,False,False
snippets-v1__mathd_numbertheory_42__training-A__seed0,2,fbbeab6a49964e91ac53e9b752006d92,32768,0.0531612,0.002187,False,False
snippets-v1__mathd_numbertheory_42__training-A__seed0,3,32d3dc36d70049e8b81338b74d9de23f,32768,0.053439,0.0012785399999999999,False,False
snippets-v1__mathd_numbertheory_42__training-A__seed0,4,93243b1120424f56b57a25dc00d1dec1,32768,0.053909399999999996,0.00052224,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,1,6b34bd8ab74b46f4add3786872fc2597,32768,0.052805399999999995,0.0021292,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,2,9ba96b21a29644109a98f38d8db0e22c,32768,0.053313,0.00035822,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,3,ae3fc1ab15fe4d039dd7109c6cd8ae98,32768,0.0538858,0.0011825199999999998,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,4,1305455b6a5e4fb8afb94dfa5fc3d97a,32768,0.0554086,0.0018808599999999998,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,5,bfa3d4e06a674bd694aedeab5be3400a,32768,0.05465,0.0025813999999999998,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,6,f3e4cecac8244a4aace9a80fecf65ab4,32768,0.0553188,0.00125676,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,7,1aee2d3c178b478db0026d0329e0eae6,32768,0.0559418,0.0041324,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,8,2bef30144cd94d3198475b28c302b711,32768,0.056769799999999995,0.0030929399999999998,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,9,98349f253f5e4f9db50ace566ffa2925,32768,0.057778399999999994,0.004541,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,10,afcec0dde2a94bfdb4750290d8043205,32768,0.0593048,0.000974,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,11,a3eb089350e9430eade02dbb0a3dc331,32768,0.0601846,0.0015121,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,12,28c60b2996c54c7981f69f6e4d0459a2,32768,0.060096,0.0049276,False,False
snippets-v1__imo_1968_p5_1__training-A__seed0,13,837c9f05c2dc45b19e00e1ea2343de23,32768,0.0611896,0.005513199999999999,False,False
snippets-v1__imo_1963_p5__training-A__seed0,1,d30fc47af51a466ab66d29e4f03341f9,32768,0.0527968,0.002141,False,False
snippets-v1__imo_1963_p5__training-A__seed0,2,36cb8b37da164081a247ad27b9ec53b2,32768,0.0535454,0.0007937599999999999,False,False
snippets-v1__imo_1963_p5__training-A__seed0,3,b0962f3a5d9f407390c0f5d850285f2e,32768,0.054451,0.00041424,False,False
snippets-v1__imo_1963_p5__training-A__seed0,4,e89a7ab6335844b2830c5a7b56058c78,32768,0.054830199999999996,0.0007199999999999999,False,False
snippets-v1__imo_1963_p5__training-A__seed0,5,ca10e0edc65240de9186e2ba9235acc6,32768,0.0555586,0.0019551,False,False
snippets-v1__imo_1963_p5__training-A__seed0,6,b45246ac8e764c3ab0cadf41613730f7,32768,0.0545842,0.0015629600000000002,False,False
snippets-v1__imo_1963_p5__training-A__seed0,7,a9cb1375055a4f9a85342bc95bec0ab5,32768,0.05511099999999999,0.00142354,False,False
snippets-v1__imo_1963_p5__training-A__seed0,8,5142b92560614f73b20e9f7fe9031461,32768,0.056357,0.00111688,False,False
snippets-v1__imo_1963_p5__training-A__seed0,9,ca8840f8e25643d3beba9360d083d8d7,32768,0.055862999999999996,0.0037366,False,False
snippets-v1__imo_1963_p5__training-A__seed0,10,5ab0186a4ba24c9ba75125a8057b18eb,32768,0.056939199999999995,0.004288999999999999,False,False
snippets-v1__imo_1963_p5__training-A__seed0,11,ea53db6315a542c0b0a5b7d8d01a024e,32768,0.058003799999999994,0.0034088,False,False
snippets-v1__imo_1963_p5__training-A__seed0,12,60134ddb6c72423cab4b670560130148,32768,0.058448,0.00041162,False,False
snippets-v1__imo_1963_p5__training-A__seed0,13,681f84f2737f4cb98045c3adb4d80082,32768,0.058854199999999995,0.00042066,False,False
snippets-v1__imo_1963_p5__training-A__seed0,14,c6e8e3cc7a4d4cb2a2da894e8e8a0e35,32768,0.05899,0.00050648,False,False
snippets-v1__imo_1963_p5__training-A__seed0,15,f337c95b7beb41709651b45bee9e5dde,32768,0.0594614,0.00048550000000000004,False,False
snippets-v1__imo_1963_p5__training-A__seed0,16,c2d02731ee0944ee935ffd0502a1b75d,32768,0.0599158,0.0012557,False,False
snippets-v1__imo_1963_p5__training-A__seed0,17,2d8e6e017fc54436ace29ff896d3ac43,32768,0.061119999999999994,0.0013021399999999998,False,False
snippets-v1__imo_1963_p5__training-A__seed0,18,1a91849a430042b796978e37479e93fd,32768,0.060444399999999995,0.0056222,False,False
snippets-v1__imo_1963_p5__training-A__seed0,19,d0f7a288b5c84aba8bbee29dcf9940c4,32768,0.0616622,0.0056381999999999995,False,False
snippets-v1__imo_1963_p5__training-A__seed0,20,045ca213144d4f27a96e4a5eb43390a1,32768,0.0626218,0.00461752,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,1,250501fad6ae47a39581ae3b858a261e,32768,0.052914199999999995,0.002196,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,2,e37a51a5151142c894eef64c3aea8a7c,32768,0.054249599999999995,0.00060878,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,3,1e49eb2a321947b5aa44553683e897da,32768,0.0547432,0.00079488,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,4,71b8d22cd5164a9daf9e5b3ad1a9ff57,32768,0.055652599999999997,0.00048064,False,False
snippets-v1__amc12a_2020_p13__training-A__seed0,5,22317286113c4989a269d9e30ebfa339,32768,0.056077999999999996,0.00092138,False,False
