path,bytes,sha256,role,status,headings,words
experiments/ace/ace_models_roles.py,15266,d45fa5c1071c10884a4c5a76db6bfb8b946b561ec8c13fbbfdf581895c216fdb,static implementation evidence,structure indexed,,
experiments/ace/ace_polish_experiment.py,6608,8afc74167e76b057e1f35a2c516638ff878898baf748342b50318bc1a666f146,static implementation evidence,structure indexed,,
experiments/ace/ace_repairs_experiment.py,14189,1dd6ca75612d11ca27b4c017c28b377e15a732f4b4066c1dbbd62442252ca2e7,static implementation evidence,structure indexed,,
experiments/ace/ace_review_experiment.py,8630,8d92581b5eb8859ef4e35a44a24cdab23c09aeb141296799cf7f7349231a27e5,static implementation evidence,structure indexed,,
experiments/ace/ace_test_experiment.py,3294,,"closed/mixed outcomes, conservative exclusion, or canonical symlink alias",excluded,,
experiments/ace/ace_triggers_experiment.py,9118,9abe2aafc4bf996b798f555a6fd2fea4cf8ccdc26e0b0f46a608147e23db8714,static implementation evidence,structure indexed,,
experiments/ace/ace_validation_experiment.py,3418,51ef163f655f8c020fe09c9337d7e9b754216543c23b45cd7e98530ad17acb7f,static implementation evidence,structure indexed,,
experiments/ace/ace_x3_test_experiment.py,968,,"closed/mixed outcomes, conservative exclusion, or canonical symlink alias",excluded,,
experiments/ace/ace_x3_validation_experiment.py,3206,f44ae1f2e890b1c9ff8f8bede07a6e927c2bbc3194d202faa3038e005626cee6,static implementation evidence,structure indexed,,
experiments/ace/ace_x_test_experiment.py,1622,,"closed/mixed outcomes, conservative exclusion, or canonical symlink alias",excluded,,
experiments/ace/ace_x_validation_experiment.py,2331,a40453880d38a40511df73dd67afab1448fb307aec71299a816b99c0c2b26ee8,static implementation evidence,structure indexed,,
experiments/ace/change_control_experiment.py,6000,c7ca86cb8a8449caa933c5ff20a819e1505559ddb9c2b5a19275e8eb695544e4,static implementation evidence,structure indexed,,
experiments/ace/luna_effort_experiment.py,9550,d584ecd4d4f64f55eb64980e82c124c0471c81d34771b0eb3a8e0057ea98d50c,static implementation evidence,structure indexed,,
experiments/ace/luna_upper_effort_experiment.py,11183,07f10447ad34809cbe66bf94dc09a9cef29c9e961ee9acbb32e08f01c15188bc,static implementation evidence,structure indexed,,
experiments/ace/terra_effort_experiment.py,9637,c68678571af012875a4472fa8c6d1dbf973afb817f39cc893330bf09955d4df7,static implementation evidence,structure indexed,,
experiments/campaigns/ace_applicability_20260909/FOLLOW_UP.md,5575,290b2532e0bfa45773bb5310feb5893b0575ba38c8ac9eaa33e510b2e9e0eb81,narrative / provenance evidence,cited and selectively inspected,4,808
experiments/campaigns/ace_applicability_20260909/README.md,8583,ddfd6a0199a876dcedba1c34dd85205b2128ce8ee1a3ecbb58e2094984f99ed3,narrative / provenance evidence,text indexed; corroborating source,6,1149
experiments/campaigns/ace_applicability_20260909/final_report.json,1346,5f252691cf71b0b2e003b0a5304045863af4b97964e7d3c7f903c0b2d36058c2,narrative / provenance evidence,cited and selectively inspected,0,113
experiments/campaigns/ace_attribution_20260912/ARTIFACTS.md,4321,cd4727fb4529d4fcc2ca56f89b3ec61dbf02d26960131f7309bdbf40ed1cdc6e,narrative / provenance evidence,text indexed; corroborating source,1,493
experiments/campaigns/ace_attribution_20260912/CASE_APPENDIX.md,61356,7372443644e8c943509eb44422cec7a7d2cf29b69e7e61ed92e1bc432aa6755d,narrative / provenance evidence,complete section index; representative cases inspected,69,9626
experiments/campaigns/ace_attribution_20260912/EXECUTION_NOTES.md,7008,58dda569003882d26e2ac8ec6ff757b74e001b17ed0f085538d26adf9070d14b,narrative / provenance evidence,text indexed; corroborating source,1,971
experiments/campaigns/ace_attribution_20260912/LINEAGE.md,4330,b5265609fc9528bfc8d659ce641a2a5c0e7da5c20a1bc56eb9ec68d3887d5f04,narrative / provenance evidence,cited and selectively inspected,4,621
experiments/campaigns/ace_attribution_20260912/LUNA_INTERIM.md,3288,b3b2247bff2b8bddb3abc2015c2805b720c8cf41b3e291c5c43bb7b4e246f8bb,narrative / provenance evidence,text indexed; corroborating source,1,482
experiments/campaigns/ace_attribution_20260912/README.md,6020,7822042b7bceff93e6813244a27973f74855546491ecfb62ee517bea4eab05f7,narrative / provenance evidence,text indexed; corroborating source,6,795
experiments/campaigns/ace_attribution_20260912/RESULTS.md,30393,d594f02342891699443f316b2472ae5556b9ac86200c1c52a4a96e00b1a1d965,narrative / provenance evidence,cited and selectively inspected,8,4245
experiments/campaigns/ace_attribution_20260912/complete_report.json,59337,461e3f5fcc5b779eb4faacbf496126d3f84d0210eba22232454f213ae4a27328,narrative / provenance evidence,cited and selectively inspected,0,3953
experiments/campaigns/ace_attribution_20260912/historical_to_flagship.json,2419,7a25a10f3bd1417163fa631b32baf09128248dd1a93e17fb3062c185d940d45c,narrative / provenance evidence,cited and selectively inspected,0,165
experiments/campaigns/ace_attribution_20260912/luna_preparation_accounting.json,45074,a10c79c3b40ebe90258ac5b24ff8a246a0dd4b1febceaf2718e5cd3727ace72b,narrative / provenance evidence,cited and selectively inspected,0,2189
experiments/campaigns/ace_attribution_20260912/training_accounting.json,6518,584f0e24ee89410521e116f2690dbf3af9d94c97bd0b0f2f3e6ddbe53e6700e4,narrative / provenance evidence,cited and selectively inspected,0,213
experiments/campaigns/ace_attribution_20260912/training_evolution.json,99046,6e4274d3484021dcc4f3fffd87ee48c2c12b270d67f8eaea66340d25406eb917,narrative / provenance evidence,cited and selectively inspected,0,6244
experiments/campaigns/ace_bounded_20260908/FOLLOW_UP.md,4485,022dc0f75ed2b8c4bb3b4c08c19d57cb9ffeda468f6dc878ea91de4a3d2c3038,narrative / provenance evidence,cited and selectively inspected,4,629
experiments/campaigns/ace_bounded_20260908/README.md,9591,4c28328bacb2b1dea25a48b8fe3e20751c2895a6874dba1379260dd20c756aff,narrative / provenance evidence,text indexed; corroborating source,5,1338
experiments/campaigns/ace_bounded_20260908/acceptance.json,792,0b312aaf063a63382beb107659ce8e22e8d76cd760942dd922f54434c3607639,narrative / provenance evidence,cited and selectively inspected,0,75
experiments/campaigns/ace_bounded_20260908/final_report.json,10673,994433dc1655aa1c4ac2ebf78d5c11de0bfa7740fe22500060c50dbe106961be,narrative / provenance evidence,cited and selectively inspected,0,793
experiments/campaigns/ace_capacity_20260912/ARTIFACTS.md,9174,0d0745ed2419fa3718a939019f7626ff7d6c8dc2ccb164196829b2288d4b3f6b,narrative / provenance evidence,cited and selectively inspected,5,1057
experiments/campaigns/ace_capacity_20260912/CASE_APPENDIX.md,604988,80141ea6d86309e167ad6c39ab2abf461eb17ca695a324c0a772966ad14627f5,narrative / provenance evidence,complete section index; representative cases inspected,259,79453
experiments/campaigns/ace_capacity_20260912/CREATOR_APPENDIX.md,465180,d59c9b5fbe7869c64dadde31dc9a355db7e34b741c93b57f0e2a38d03e12d90a,narrative / provenance evidence,complete section index; representative cases inspected,301,61095
experiments/campaigns/ace_capacity_20260912/README.md,2780,8e06ac70d293f1c378a53a0301fe879053b1cb789e1c1b7a7aa643ea03bf8cdb,narrative / provenance evidence,text indexed; corroborating source,1,345
experiments/campaigns/ace_capacity_20260912/RESULTS.md,22845,20ef803157a4d17d0d3c7857b0f1b0cf4dd27a3152465f60348960b04825182c,narrative / provenance evidence,cited and selectively inspected,10,3272
experiments/campaigns/ace_capacity_20260912/causal_exposure_audit.json,11038,3410cac44f092c2a3650a0122e8e9b21b36e44cb0b2c24b4a3d52c8174914028,narrative / provenance evidence,cited and selectively inspected,0,1026
experiments/campaigns/ace_capacity_20260912/closure_correction.json,774,5e36d54f16075cc8e227a019ac7f7fff6379bd20de118ddf9384b72f055ad97f,narrative / provenance evidence,cited and selectively inspected,0,101
experiments/campaigns/ace_capacity_20260912/closure_maintenance_note.json,706,0297ca93015e1de76bc1f4f764cdaa38e69aa0b62ee446082852d28484864ffe,narrative / provenance evidence,cited and selectively inspected,0,87
experiments/campaigns/ace_capacity_20260912/creator_contextual_audit.json,106022,0561937d7d360ea79e32cc3add4a7cd1ad9d178da68bf954852f7297d47aa849,narrative / provenance evidence,cited and selectively inspected,0,12419
experiments/campaigns/ace_capacity_20260912/creator_quality.json,1440544,0c257c4b4132d4de6be4d384dbf42fca33498505933d2dff660d9938ef0e9dc1,narrative / provenance evidence,cited and selectively inspected,0,182758
experiments/campaigns/ace_capacity_20260912/creator_terminal_evidence.json,75711,f9cc16d5fbe9547479994579557621c50c1b38f16b2f41feee7f8ed0f588cdec,narrative / provenance evidence,cited and selectively inspected,0,11778
experiments/campaigns/ace_capacity_20260912/crossover_report.json,161815,8fb10c01c5926f1173fb87838757818b424700fdef62466e6f6bb1af7838802d,narrative / provenance evidence,cited and selectively inspected,0,9527
experiments/campaigns/ace_capacity_20260912/fresh_reducer_snippet_check.json,2832,830ad683e537c4ccb450c09318c9e9989f6b542099ac1f46298331aacd51a6f5,narrative / provenance evidence,cited and selectively inspected,0,387
experiments/campaigns/ace_capacity_20260912/mechanism_report_v2.json,195521,2ad005e1e1a087cd09f088fa77827e7f70d51a5e9824566f823ba90729d736ce,narrative / provenance evidence,cited and selectively inspected,0,11109
experiments/campaigns/ace_capacity_20260912/reflector_terminal_witness.json,17548,5fc5555ce5e7efd52249fbd83354aa5cfef54e66975211c10e556c3644de1691,narrative / provenance evidence,cited and selectively inspected,0,2673
experiments/campaigns/ace_contenders_20260910/README.md,3745,c2046b2ec05cd2c8f3504b00d631668ece3870f8056b8d4ec377d76e65f2b240,narrative / provenance evidence,text indexed; corroborating source,1,495
experiments/campaigns/ace_contenders_20260910/RESULTS.md,5311,86cca41b4dfbb4c44eaeece52c9ebb9c8e5434b5b9b0bad4b486da7530e4ab4e,narrative / provenance evidence,cited and selectively inspected,4,726
experiments/campaigns/ace_contenders_20260910/final_report.json,24998,0305d41f31e0283229ec4d6508976b0a555a5d1321a91c1db6a2f88db7a683f7,narrative / provenance evidence,cited and selectively inspected,0,988
experiments/campaigns/ace_control_cycle_20260909/README.md,1298,f3a4bb0937eb64dcd67ab17551ca5530860148b6ecd41839094044433bbc0ee6,narrative / provenance evidence,text indexed; corroborating source,1,178
experiments/campaigns/ace_control_cycle_20260909/final_report.json,3306,e6deaa0b95c5cf05287e6adfba5a2060f201cab848671928f424ad913712dffd,narrative / provenance evidence,cited and selectively inspected,0,252
experiments/campaigns/ace_mechanisms_20260910/README.md,2899,0a0b249490a4c1adee62743ff2b4040f94b7390cf0ae4c34f2f9c575262f2a60,narrative / provenance evidence,text indexed; corroborating source,1,396
experiments/campaigns/ace_mechanisms_20260910/RESULTS.md,9703,52c0354f903b5816a43b7a5b6a77e67e25f6ed142254229d7ce6b5b4a32869fb,narrative / provenance evidence,cited and selectively inspected,8,1316
experiments/campaigns/ace_mechanisms_20260910/offline_continuation_probe.json,1031,84387c83c9221f14c6c82585a844624783af5d2fce72fd454b89b878b2876646,narrative / provenance evidence,cited and selectively inspected,0,84
experiments/campaigns/ace_mechanisms_20260910/structured_parse_audit.json,154663,edb226b196da1e25d02a0942c0faac460a087eaa30fc9d64c379f054733db8c9,narrative / provenance evidence,cited and selectively inspected,0,17003
experiments/campaigns/ace_models_20260910/README.md,8103,e9f3d72a5e5afe43c542bfa98d6b1a7baac244fde5ae8c27e23fed90efe5e1ec,narrative / provenance evidence,text indexed; corroborating source,5,1090
experiments/campaigns/ace_models_20260910/RESULTS.md,6178,ae8327c18af0c4a9cf6fa8d26fcdb0ceb7a1d8aa6f59fbb58308f389f3f6e95c,narrative / provenance evidence,cited and selectively inspected,5,966
experiments/campaigns/ace_polish_20260909/FOLLOW_UP.md,6892,2967e91603ad7441100c98d3c80ce4c8434b23115eed10f9dfeea29f85068e04,narrative / provenance evidence,cited and selectively inspected,4,950
experiments/campaigns/ace_polish_20260909/README.md,6512,04ee36b96db48509ca8e8e443c3ff3dc3e827bef2b6e16a0f10040bff1fb18ec,narrative / provenance evidence,text indexed; corroborating source,2,800
experiments/campaigns/ace_polish_20260909/final_report.json,6767,9f4f867340eb15cd5ed33529223f2fb6cce3da52f1df65f6e4a5f07cd2970beb,narrative / provenance evidence,cited and selectively inspected,0,407
experiments/campaigns/ace_polish_20260909/retention.json,555,8c802913fb1693a4e34691cc5241860bd63386e71099b667841701118b5a8367,narrative / provenance evidence,cited and selectively inspected,0,46
experiments/campaigns/ace_review_20260908/README.md,9535,,"closed/mixed outcomes, conservative exclusion, or canonical symlink alias",excluded,,
experiments/campaigns/change_control_20260910/FOLLOW_UP.md,5707,bc6d5239e3d1d8b90027e99ecead27998605017c6630833bf970b7a24dc8377c,narrative / provenance evidence,cited and selectively inspected,6,812
experiments/campaigns/change_control_20260910/README.md,10195,d49b5e0832f578746e546094e3441d9d08a8a498e4263363912b6ee52390f190,narrative / provenance evidence,text indexed; corroborating source,7,1385
experiments/campaigns/change_control_20260910/final_report.json,6003,787a26c2d779337bee92026c1517bed398ebeca72c7bf1586009a985fac62063,narrative / provenance evidence,cited and selectively inspected,0,424
experiments/campaigns/coverage_20260911/README.md,4111,,"closed/mixed outcomes, conservative exclusion, or canonical symlink alias",excluded,,
experiments/campaigns/coverage_20260911/RESULTS.md,7725,,"closed/mixed outcomes, conservative exclusion, or canonical symlink alias",excluded,,
experiments/campaigns/coverage_20260911/training_report.json,9475,,"closed/mixed outcomes, conservative exclusion, or canonical symlink alias",excluded,,
experiments/campaigns/coverage_20260911/validation_report.json,15666,,"closed/mixed outcomes, conservative exclusion, or canonical symlink alias",excluded,,
experiments/campaigns/coverage_cycle_20260911/README.md,3048,6a2313078be749ad0259ff283cca72f6f2c45c40d54c909582b6449a51af1176,narrative / provenance evidence,text indexed; corroborating source,1,387
experiments/campaigns/coverage_cycle_20260911/RESULTS.md,10576,27fdbac436d10a31bd58780838ac1fe9ef40d3c47b25014843c7621dd1e358f6,narrative / provenance evidence,cited and selectively inspected,7,1471
experiments/campaigns/coverage_cycle_20260911/access_incident.json,783,c89e0d195c8a4d312a4dfdbb97d384f65ef77fa7252a3c201e1e0a6241f38270,narrative / provenance evidence,cited and selectively inspected,0,90
experiments/campaigns/coverage_cycle_20260911/training_report.json,18110,360a16d96b0c5a2a51b1953b1b216c71f6fda2bcb23b1b62982da89d143299f9,narrative / provenance evidence,cited and selectively inspected,0,762
experiments/campaigns/coverage_cycle_20260911/validation_report.json,30724,17b45772806583c4cf31601434bc663093c9ead9b57736fb1f5ae073ea998cee,narrative / provenance evidence,cited and selectively inspected,0,1082
experiments/campaigns/luna_high_20260910/FOLLOW_UP.md,3412,47009fd7370ce3686dba34512404ceaef291f0f76f580e127b65a6def354eee7,narrative / provenance evidence,cited and selectively inspected,1,486
experiments/campaigns/luna_high_20260910/README.md,2387,2eda337af15d7f060b7255f52860e1af24799142fd417c28e3e73a5c7dbad021,narrative / provenance evidence,text indexed; corroborating source,1,325
experiments/campaigns/luna_upper_20260910/FOLLOW_UP.md,4980,7f9721520406f0f366c162db3d033bfde8f1d91731cf1506be2cd5d487653e3b,narrative / provenance evidence,cited and selectively inspected,4,756
experiments/campaigns/luna_upper_20260910/README.md,2505,d02fd66ffd816c18dd05e987ccb0ecb1e217c8d65ab3e1ca3d7e11524f33b3ca,narrative / provenance evidence,text indexed; corroborating source,1,345
experiments/campaigns/terra_high_20260910/FOLLOW_UP.md,3260,b220d2574992f7e71e4743534ab90d94cf0888688e20594982eaf50c4606c1f7,narrative / provenance evidence,cited and selectively inspected,1,466
experiments/campaigns/terra_high_20260910/README.md,2419,83e45e3810a4aaac83fa01108b74732792b729715cd0d282375e06f580c0922a,narrative / provenance evidence,text indexed; corroborating source,1,333
experiments/common/omphalos_launch.py,34355,e867016f038ff88ea49863fbc0f28e2d63b9ab4bebf6407e07f11c5773de38d2,static implementation evidence,cited and selectively inspected,,
experiments/output/ace_review_development/experiment.yaml,361382,9c13c8e96676fe02f875d89e508015ddc957d4f655a61ac6278aa68050815a24,narrative / provenance evidence,cited and selectively inspected,0,21925
memory/MEMORY.md,8940,,"closed/mixed outcomes, conservative exclusion, or canonical symlink alias",excluded,,
memory/README.md,2197,3c945fa3e3c623d61d12e439c19ff70d9ed08a05b534076d48abb2ca8991325a,narrative / provenance evidence,text indexed; corroborating source,1,310
memory/dual-harness-setup.md,2991,5448775a4403c18681fba44f90a278c05b1570e3d46b59389c3b2be6c44343b1,narrative / provenance evidence,text indexed; corroborating source,0,377
memory/mini-eqns-draft-repair.md,3972,,"unrelated, superseded, or insufficiently isolated from mixed history",not used,,
memory/no-unprompted-commits.md,1267,34fe09ba010ff6b45905257e135bedb737d15dfb62d1c606a1301384cfa9333e,narrative / provenance evidence,text indexed; corroborating source,0,177
memory/omphalos-ace-applicability.md,3322,579ca7caea9ce697a789f464019785db3a79817190c019a6fa519874135f919f,narrative / provenance evidence,text indexed; corroborating source,0,444
memory/omphalos-ace-attribution.md,5151,30a629f6d9516a71846590e4ac2b45d294c1a2fc6e7d9313c2edeb9b12e06f6a,narrative / provenance evidence,text indexed; corroborating source,0,669
memory/omphalos-ace-bounded.md,3481,ddfe4a6405e8e195d49a14e2a0d971764bf82666aa969db01b77299312d45b10,narrative / provenance evidence,text indexed; corroborating source,0,434
memory/omphalos-ace-capacity.md,3442,4fb74d5f18b836cc1ce4e5db972a77bf91acf15503edb47462842b83e74f15fa,narrative / provenance evidence,text indexed; corroborating source,0,405
memory/omphalos-ace-control-cycle.md,1263,843b955cd33658ffb00cbd8adbc5cd9ffd7e2de1a66d4a77ef8e02a1cd48a54e,narrative / provenance evidence,cited and selectively inspected,0,170
memory/omphalos-ace-hint-on-error.md,7782,e5b7a443742f9fad15c4ff2075a1bfd83a2eb3a757ea44da75951c345a161623,narrative / provenance evidence,cited and selectively inspected,0,1109
memory/omphalos-ace-mechanisms.md,2419,ff5019b2bf90cea264b63783cfb434a6d7157b20357fd3e7c244089ef4687809,narrative / provenance evidence,text indexed; corroborating source,0,302
memory/omphalos-ace-models.md,4859,6c92d6f79927aeb288a72fb5fe3ad79c8bf1016a87fa0a2f75137cc7605c093b,narrative / provenance evidence,text indexed; corroborating source,0,616
memory/omphalos-ace-polish.md,2880,5139dbb7b71d30ed3d99dcd6ba8746faed31cd4d5283bd2fcf48181611ec3aa0,narrative / provenance evidence,text indexed; corroborating source,0,351
memory/omphalos-ace-replication.md,3263,72a3f1a0c145b470b37d2157bc26d0a7b6e6fd81a05059f862af13d7d6f18beb,narrative / provenance evidence,cited and selectively inspected,0,415
memory/omphalos-ace-retrospective.md,2087,,"unrelated, superseded, or insufficiently isolated from mixed history",not used,,
memory/omphalos-ace-review.md,7228,,"closed/mixed outcomes, conservative exclusion, or canonical symlink alias",excluded,,
memory/omphalos-ace-v5.md,4490,b16383cf7caac643a1cbe8429dec91d6a8afaaaa7c4d9d80179c6a3de2c4fbb8,narrative / provenance evidence,cited and selectively inspected,0,563
memory/omphalos-agentic-baseline.md,14469,,"unrelated, superseded, or insufficiently isolated from mixed history",not used,,
memory/omphalos-benchmark-partitions.md,1608,6a44b94c0d6190013a8298bc01318b60131ee11713a5b61921166873fa801eba,narrative / provenance evidence,text indexed; corroborating source,0,214
memory/omphalos-change-control.md,4816,be7a1f6282f54551aae15bd44d6f75827dd53ff69ceb344b163018a0e5a30894,narrative / provenance evidence,text indexed; corroborating source,1,600
memory/omphalos-coverage-cycle.md,9870,777a684d59215efbf9238f9f762b8302ee3d1cee1058d9050e9c6ad14a8bfb6a,narrative / provenance evidence,text indexed; corroborating source,2,1350
memory/omphalos-coverage.md,6804,,"closed/mixed outcomes, conservative exclusion, or canonical symlink alias",excluded,,
memory/omphalos-dated-pricing.md,2157,673c7556024035ec0b55f2263f5858a5dc1b5fb629844a9f55558bfef56a5b80,narrative / provenance evidence,cited and selectively inspected,0,310
memory/omphalos-experiment-judgment.md,2787,5a719ba19d2bf6e4652be28453904978b1e93c6ac7f976bd4d0eac566b3d36ee,narrative / provenance evidence,cited and selectively inspected,0,377
memory/omphalos-interview-demo.md,1464,,"unrelated, superseded, or insufficiently isolated from mixed history",not used,,
memory/omphalos-ladon.md,10046,,"unrelated, superseded, or insufficiently isolated from mixed history",not used,,
memory/omphalos-local-conventions.md,1527,b33aabd9d6060094cfbc981177e39c3aa51978d4ae3a7c58c3cee134a8557657,narrative / provenance evidence,text indexed; corroborating source,0,185
memory/omphalos-measurement-floor.md,1418,513f7b4836f51eede7e9221c5d7e8cc918e2bb6afd899421163f01b371b90c0c,narrative / provenance evidence,cited and selectively inspected,0,180
memory/omphalos-perf-pass.md,2506,a27e77fb76f8ad56859cd95469a7bff3ff1975863b3ccc5be49e50fe024868ad,narrative / provenance evidence,cited and selectively inspected,0,294
memory/omphalos-platform-rebuild.md,2815,bc00a56a8b5a83fe04b29dd316c06df91d6ba4e92c3740fdbc5a89aee2ded9b9,narrative / provenance evidence,cited and selectively inspected,0,363
memory/omphalos-pricing-guard.md,1972,ce266995734f63724c0d3e05814b13b310bcb5f53375f17b3247c69bcb8d34aa,narrative / provenance evidence,cited and selectively inspected,0,257
memory/omphalos-responses-api-decomposed.md,3418,71eef0708d68f97479412317e2bbfae2979d4ba929461e44ec753320030ba3a7,narrative / provenance evidence,cited and selectively inspected,0,516
memory/omphalos-server-migration.md,1050,3578024b9dcda1431784025321d86a03462891eeeb803ec8d844bcb0e716da43,narrative / provenance evidence,text indexed; corroborating source,0,134
memory/omphalos-x-partitions-ace-v2.md,8721,,"closed/mixed outcomes, conservative exclusion, or canonical symlink alias",excluded,,
memory/pricing-table-no-auto-update.md,1467,f36b9e72b54777f170ef4febd35477604e8370de04ec958175ce38e76853d9c0,narrative / provenance evidence,text indexed; corroborating source,0,173
memory/server-name-i34-gpu01.md,601,39d5ecb0929da39c22a6ede45c3400d6a84750f57eb5184137bf62ebf7984e5d,narrative / provenance evidence,text indexed; corroborating source,0,84
papers/2024-math-ai (1).pdf,398163,1bea46d1e777e2eabe2ea447a88dbecfbf202a12562576b0072dbba09f01878f,supplied primary paper,reference reviewed by selected sections,,
papers/2502.05310v5 (1).pdf,3949310,3c31d99ff708d9518b840835efbc3b303fe0d6a06b68f67aba4f9b91e878f020,supplied primary paper,reference reviewed by selected sections,,
papers/2503.04763v2 (1).pdf,173302,15b6efd02c9758cd0ee7b2346c280bea1bb023ff6a399f594e15c659d8e94e8f,supplied primary paper,reference reviewed by selected sections,,
papers/2509.22819v2 (1).pdf,2124679,37754b8d88164f6cc27987a7f64594dafb7526c251d2c595bc0f4419369ac036,supplied primary paper,reference reviewed by selected sections,,
papers/2510.04618v3.pdf,2313268,51050ced82df75c143b151262d5af8763916968ca50374bd8ff778f40552b0ad,supplied primary paper,reference reviewed by selected sections,,
papers/2601.14027v1 (1).pdf,376539,0ad6b600dd7f0c53753215103df43582aa012e2b93ae05e82dd4ce9a60e4899d,supplied primary paper,reference reviewed by selected sections,,
papers/README.md,795,9905738629cddd0db408933aedc116c0cbb2178fb389f6509c543689532224e9,narrative / provenance evidence,text indexed; corroborating source,1,116
papers/jfla2026-final55 (1).pdf,4804863,54ad7bcd461ce5428ba9dd81a46be853419696df2c0060b4fe09f55524e04481,supplied primary paper,reference reviewed by selected sections,,
