stage,arm,role,theorem,seed,success,qualified,platform_failed,cost
training,candidate,proof,aime_1990_p4,0,True,True,False,0.01145844
training,control,proof,amc12b_2003_p17,0,True,True,False,0.00931814
training,candidate,proof,mathd_algebra_323,0,True,True,False,0.00249632
training,candidate,proof,amc12_2000_p6,0,True,True,False,0.01775186
training,candidate,proof,mathd_algebra_224,0,False,False,False,0.03716328
training,candidate,proof,imo_1983_p6,0,True,True,False,0.024141539999999996
training,control,proof,mathd_numbertheory_301,0,True,True,False,0.0013314999999999998
training,control,proof,algebra_amgm_sum1toneqn_prod1tonleq1,0,False,False,False,0.034931239999999995
training,control,proof,mathd_algebra_37,0,True,True,False,0.00051284
training,control,proof,mathd_numbertheory_35,0,True,True,False,0.00041644
training,candidate,proof,mathd_numbertheory_403,0,True,True,False,0.0005958599999999999
training,control,proof,amc12a_2013_p7,0,True,True,False,0.00102204
training,candidate,proof,mathd_algebra_185,0,False,False,False,0.03528045999999999
training,control,proof,imo_1983_p6,0,False,False,False,0.04148032
training,candidate,proof,amc12a_2016_p2,0,False,False,False,0.029602739999999995
training,candidate,proof,amc12b_2004_p3,0,True,True,False,0.01750772
training,control,proof,imo_1967_p3,0,False,False,False,0.0408687
training,control,proof,mathd_algebra_323,0,True,True,False,0.00448712
training,candidate,proof,mathd_algebra_410,0,True,True,False,0.0026150399999999995
training,candidate,proof,algebra_amgm_sum1toneqn_prod1tonleq1,0,False,False,False,0.0390439
training,candidate,proof,mathd_numbertheory_48,0,True,True,False,0.009073860000000001
training,candidate,proof,induction_pord1p1on2powklt5on2,0,True,True,False,0.029495299999999995
training,candidate,proof,mathd_numbertheory_35,0,True,True,False,0.00046886000000000003
training,control,proof,amc12a_2020_p13,0,False,False,False,0.03469154
training,control,proof,mathd_algebra_185,0,False,False,False,0.03432978
training,candidate,proof,imo_1967_p3,0,False,False,False,0.03771022
training,candidate,proof,aime_1984_p1,0,True,True,False,0.033039519999999996
training,candidate,proof,amc12a_2013_p7,0,True,True,False,0.00088246
training,control,proof,mathd_numbertheory_458,0,True,True,False,0.0013875399999999998
training,control,proof,imo_1963_p5,0,True,True,False,0.04109662
training,control,proof,mathd_algebra_28,0,True,True,False,0.0022105199999999997
training,control,proof,mathd_algebra_410,0,True,True,False,0.00119468
training,control,proof,aime_1988_p8,0,True,True,False,0.0070083
training,candidate,proof,imo_1963_p5,0,False,False,False,0.0373415
training,control,proof,mathd_numbertheory_403,0,True,True,False,0.00058064
training,control,proof,mathd_algebra_43,0,True,True,False,0.0005116400000000001
training,control,proof,aime_1984_p1,0,True,True,False,0.02822646
training,candidate,proof,mathd_algebra_206,0,True,True,False,0.00069166
training,candidate,proof,amc12_2000_p1,0,False,False,False,0.0386663
training,control,proof,mathd_numbertheory_42,0,True,True,False,0.0012393600000000001
training,control,proof,amc12a_2003_p1,0,True,True,False,0.00234578
training,control,proof,imo_1968_p5_1,0,True,True,False,0.018677
training,candidate,proof,amc12a_2020_p13,0,False,False,False,0.03614856
training,candidate,proof,amc12a_2002_p13,0,True,True,False,0.00843798
training,control,proof,aime_1988_p3,0,True,True,False,0.026653819999999998
training,candidate,proof,aime_1988_p3,0,True,True,False,0.03582632
training,candidate,proof,mathd_numbertheory_629,0,False,False,False,0.037516539999999994
training,control,proof,amc12a_2017_p7,0,True,True,False,0.00463264
training,control,proof,mathd_numbertheory_629,0,False,False,False,0.03847634
training,control,proof,mathd_algebra_224,0,False,False,False,0.04045842
training,candidate,proof,aime_1988_p8,0,True,True,False,0.0101301
training,control,proof,amc12a_2016_p2,0,False,False,False,0.029618139999999998
training,candidate,proof,mathd_numbertheory_326,0,True,True,False,0.00048565999999999995
training,control,proof,mathd_algebra_247,0,True,True,False,0.00233152
training,candidate,proof,imo_1977_p6,0,False,False,False,0.04043881999999999
training,control,proof,mathd_algebra_206,0,True,True,False,0.00183084
training,candidate,proof,amc12a_2003_p1,0,True,True,False,0.0039171
training,control,proof,imo_1977_p6,0,False,False,False,0.044255539999999996
training,candidate,proof,mathd_numbertheory_301,0,True,True,False,0.00083466
training,control,proof,amc12b_2002_p11,0,False,False,False,0.04162314
training,control,proof,amc12a_2002_p13,0,True,True,False,0.03020102
validation,candidate,proof,amc12b_2002_p3,1,True,True,False,0.01407108
validation,control,proof,imo_1964_p2,1,False,False,False,0.04168934
validation,control,proof,amc12_2000_p12,0,True,True,False,0.033675899999999995
validation,candidate,proof,mathd_numbertheory_33,0,True,True,False,0.0007478599999999999
validation,control,proof,mathd_algebra_421,1,True,True,False,0.0015583399999999999
validation,control,proof,imo_1969_p2,0,False,False,False,0.03424298
validation,candidate,proof,mathd_numbertheory_461,0,True,True,False,0.00066406
validation,control,proof,aime_1984_p7,1,False,False,False,0.037844699999999995
validation,control,proof,mathd_numbertheory_37,1,False,False,False,0.0301663
validation,control,proof,mathd_algebra_282,0,False,False,False,0.02874014
validation,candidate,proof,amc12a_2016_p3,0,True,True,False,0.00547166
validation,candidate,proof,amc12_2001_p21,0,False,False,False,0.02212704
validation,candidate,proof,amc12_2000_p12,1,True,True,False,0.0078359
validation,control,proof,mathd_numbertheory_37,0,False,False,False,0.037272919999999994
validation,candidate,proof,amc12a_2016_p3,1,True,True,False,0.04251414
validation,control,proof,mathd_algebra_190,0,True,True,False,0.00046103999999999996
validation,candidate,proof,aime_1989_p8,1,True,True,False,0.00062206
validation,candidate,proof,mathd_algebra_190,1,True,True,False,0.00052906
validation,control,proof,mathd_algebra_421,0,True,True,False,0.00219576
validation,candidate,proof,mathd_algebra_214,1,True,True,False,0.00059986
validation,candidate,proof,mathd_numbertheory_405,0,False,False,False,0.040318419999999994
validation,control,proof,amc12a_2002_p6,0,True,True,False,0.00050764
validation,control,proof,imo_1969_p2,1,False,False,False,0.03890118
validation,control,proof,imo_1960_p2,1,True,True,False,0.019480360000000002
validation,candidate,proof,mathd_numbertheory_284,0,True,True,False,0.00049266
validation,control,proof,amc12b_2003_p6,1,True,True,False,0.01899122
validation,candidate,proof,mathd_numbertheory_43,0,False,False,False,0.03728252
validation,control,proof,algebra_others_exirrpowirrrat,1,False,False,False,0.03579144
validation,candidate,proof,aime_1989_p8,0,True,True,False,0.00030802
validation,candidate,proof,amc12_2000_p12,0,True,True,False,0.03479025999999999
validation,candidate,proof,mathd_numbertheory_461,1,True,True,False,0.0004057
validation,control,proof,amc12a_2016_p3,1,True,True,False,0.01689604
validation,candidate,proof,amc12a_2002_p6,1,True,True,False,0.00107932
validation,control,proof,amc12a_2019_p21,0,False,False,False,0.041818539999999994
validation,candidate,proof,imo_1969_p2,0,False,False,False,0.03981613999999999
validation,control,proof,mathd_algebra_214,1,True,True,False,0.00067464
validation,control,proof,mathd_algebra_251,1,True,True,False,0.0007338399999999999
validation,control,proof,amc12_2000_p12,1,False,False,False,0.0312553
validation,candidate,proof,aime_1991_p9,0,False,False,False,0.0427083
validation,control,proof,aime_1991_p6,1,False,False,False,0.03684444
validation,candidate,proof,mathd_algebra_421,0,True,True,False,0.0021648
validation,control,proof,mathd_numbertheory_33,0,True,True,False,0.00089464
validation,control,proof,mathd_numbertheory_303,0,False,False,False,0.037702280000000005
validation,control,proof,aime_1989_p8,0,True,True,False,0.00065964
validation,control,proof,mathd_numbertheory_284,1,True,True,False,0.00054464
validation,candidate,proof,algebra_others_exirrpowirrrat,0,False,False,False,0.03675184
validation,candidate,proof,mathd_algebra_327,1,True,True,False,0.0016824399999999999
validation,candidate,proof,algebra_others_exirrpowirrrat,1,False,False,False,0.04037871999999999
validation,candidate,proof,mathd_algebra_433,1,True,True,False,0.0018767599999999999
validation,candidate,proof,imo_1984_p6,1,False,False,False,0.036902239999999996
validation,control,proof,amc12_2001_p21,0,False,False,False,0.041137080000000006
validation,candidate,proof,mathd_algebra_393,1,True,True,False,0.009595639999999999
validation,control,proof,aime_1984_p7,0,False,False,False,0.03702222
validation,candidate,proof,amc12a_2020_p21,0,False,False,False,0.032389600000000004
validation,candidate,proof,imo_1981_p6,1,True,True,False,0.013147699999999998
validation,control,proof,induction_prod1p1onk3le3m1onn,1,False,False,False,0.0382287
validation,candidate,proof,mathd_algebra_190,0,True,True,False,0.00024748
validation,candidate,proof,imo_1981_p6,0,True,True,False,0.008166199999999998
validation,candidate,proof,aime_1984_p7,1,False,False,False,0.04108985999999999
validation,control,proof,imo_1981_p6,1,True,True,False,0.0038720799999999995
validation,candidate,proof,amc12b_2020_p5,1,True,True,False,0.00056006
validation,control,proof,imo_1984_p6,1,False,False,False,0.035772519999999995
validation,control,proof,aime_1991_p6,0,False,False,False,0.03913278
validation,candidate,proof,amc12a_2008_p4,1,False,False,False,0.039334879999999996
validation,control,proof,mathd_numbertheory_405,1,False,False,False,0.0364853
validation,candidate,proof,imo_1960_p2,0,True,True,False,0.0018417
validation,control,proof,amc12a_2013_p8,0,True,True,False,0.007405740000000001
validation,control,proof,amc12b_2002_p3,0,True,True,False,0.014443479999999998
validation,control,proof,amc12b_2020_p5,1,True,True,False,0.00057364
validation,control,proof,mathd_numbertheory_405,0,False,False,False,0.03792142
validation,control,proof,imo_1981_p6,0,True,True,False,0.009826799999999998
validation,control,proof,amc12a_2008_p4,1,True,True,False,0.029250099999999994
validation,candidate,proof,amc12a_2002_p6,0,True,True,False,0.00032786
validation,control,proof,mathd_numbertheory_33,1,True,True,False,0.00074208
validation,candidate,proof,mathd_numbertheory_530,0,False,False,False,0.0375126
validation,control,proof,amc12b_2003_p6,0,True,True,False,0.028818579999999996
validation,candidate,proof,amc12a_2019_p21,0,False,False,False,0.024798859999999995
validation,control,proof,amc12a_2008_p4,0,True,True,False,0.02815852
validation,candidate,proof,aime_1991_p6,1,False,False,False,0.04160134
validation,candidate,proof,imo_1964_p2,1,True,True,False,0.02544376
validation,control,proof,mathd_numbertheory_530,0,False,False,False,0.037038560000000005
validation,control,proof,induction_prod1p1onk3le3m1onn,0,False,False,False,0.039767580000000004
validation,control,proof,imo_1984_p6,0,False,False,False,0.019524419999999997
validation,candidate,proof,amc12a_2019_p21,1,False,False,False,0.042074480000000004
validation,control,proof,mathd_numbertheory_461,0,True,True,False,0.0006140399999999999
validation,candidate,proof,mathd_numbertheory_33,1,True,True,False,0.00110092
validation,candidate,proof,amc12b_2003_p6,0,True,True,False,0.02987572
validation,candidate,proof,mathd_algebra_251,1,True,True,False,0.0008906599999999999
validation,candidate,proof,induction_prod1p1onk3le3m1onn,1,False,False,False,0.038303279999999995
validation,control,proof,amc12b_2020_p5,0,True,True,False,0.00035632
validation,candidate,proof,aime_1984_p7,0,False,False,False,0.03741778
validation,control,proof,amc12a_2013_p8,1,True,True,False,0.00717682
validation,candidate,proof,mathd_algebra_282,0,False,False,False,0.031171840000000003
validation,candidate,proof,amc12a_2020_p21,1,False,False,False,0.03335106
validation,control,proof,mathd_numbertheory_530,1,False,False,False,0.036199039999999995
validation,control,proof,mathd_algebra_327,0,True,True,False,0.00212052
validation,control,proof,mathd_numbertheory_64,1,True,True,False,0.00219018
validation,candidate,proof,imo_1964_p2,0,True,True,False,0.031096699999999998
validation,control,proof,aime_1989_p8,1,True,True,False,0.00023639999999999997
validation,candidate,proof,imo_1969_p2,1,False,False,False,0.032880700000000006
validation,candidate,proof,imo_1960_p2,1,True,True,False,0.00576988
validation,candidate,proof,mathd_algebra_421,1,True,True,False,0.0012356799999999999
validation,control,proof,amc12a_2019_p21,1,False,False,False,0.0307273
validation,control,proof,mathd_algebra_214,0,True,True,False,0.00052518
validation,candidate,proof,mathd_algebra_251,0,True,True,False,0.00191194
validation,candidate,proof,amc12a_2013_p8,0,True,True,False,0.00802514
validation,control,proof,amc12a_2020_p21,0,False,False,False,0.03895942
validation,control,proof,mathd_numbertheory_303,1,False,False,False,0.03454516
validation,candidate,proof,mathd_numbertheory_530,1,False,False,False,0.039703600000000006
validation,candidate,proof,mathd_algebra_327,0,True,True,False,0.0014854999999999998
validation,control,proof,mathd_numbertheory_284,0,True,True,False,0.00041533999999999994
validation,control,proof,amc12a_2002_p6,1,True,True,False,0.00099528
validation,candidate,proof,mathd_numbertheory_37,0,False,False,False,0.03623244
validation,candidate,proof,amc12a_2008_p4,0,True,True,False,0.017590679999999997
validation,control,proof,mathd_algebra_433,0,True,True,False,0.0025324600000000003
validation,control,proof,amc12a_2020_p21,1,False,False,False,0.03612162
validation,candidate,proof,mathd_algebra_234,0,True,True,False,0.00052246
validation,control,proof,amc12a_2016_p3,0,True,True,False,0.016229379999999998
validation,candidate,proof,mathd_numbertheory_303,1,False,False,False,0.03678681999999999
validation,control,proof,mathd_algebra_327,1,True,True,False,0.00161338
validation,control,proof,mathd_algebra_393,1,True,True,False,0.012124540000000001
validation,candidate,proof,amc12a_2013_p8,1,True,True,False,0.00883022
validation,candidate,proof,mathd_algebra_214,0,True,True,False,0.00031479999999999995
validation,candidate,proof,amc12_2001_p21,1,True,True,False,0.03158988000000001
validation,candidate,proof,mathd_algebra_393,0,True,True,False,0.012206439999999999
validation,control,proof,imo_1960_p2,0,True,True,False,0.020570279999999996
validation,control,proof,mathd_algebra_251,0,True,True,False,0.0013723
validation,control,proof,mathd_numbertheory_64,0,True,True,False,0.0013363799999999999
validation,candidate,proof,mathd_algebra_282,1,False,False,False,0.030214779999999993
validation,candidate,proof,mathd_numbertheory_284,1,True,True,False,0.00028296
validation,candidate,proof,mathd_numbertheory_405,1,False,False,False,0.03778502
validation,control,proof,amc12b_2002_p3,1,True,True,False,0.01530594
validation,control,proof,mathd_algebra_282,1,False,False,False,0.02925092
validation,control,proof,mathd_numbertheory_43,1,False,False,False,0.023647279999999996
validation,candidate,proof,mathd_numbertheory_64,1,True,True,False,0.0046724
validation,candidate,proof,amc12b_2003_p6,1,True,True,False,0.015787080000000002
validation,candidate,proof,amc12b_2020_p5,0,True,True,False,0.00027434
validation,candidate,proof,mathd_numbertheory_43,1,False,False,False,0.03985985999999999
validation,candidate,proof,mathd_numbertheory_303,0,False,False,False,0.03832704
validation,candidate,proof,induction_prod1p1onk3le3m1onn,0,False,False,False,0.03808346
validation,control,proof,mathd_algebra_433,1,True,True,False,0.00424582
validation,control,proof,mathd_algebra_393,0,True,True,False,0.008216919999999999
validation,control,proof,aime_1991_p9,0,False,False,False,0.04169956
validation,candidate,proof,amc12b_2002_p3,0,True,True,False,0.0081026
validation,control,proof,aime_1991_p9,1,False,False,False,0.040325139999999995
validation,control,proof,amc12_2001_p21,1,True,True,False,0.027695079999999997
validation,control,proof,mathd_algebra_234,1,True,True,False,0.00052284
validation,candidate,proof,aime_1991_p9,1,False,False,False,0.037827219999999995
validation,candidate,proof,mathd_algebra_234,1,True,True,False,0.00036417999999999997
validation,control,proof,mathd_numbertheory_461,1,True,True,False,0.00037728
validation,control,proof,mathd_algebra_234,0,True,True,False,0.00037296
validation,control,proof,mathd_numbertheory_43,0,False,False,False,0.039960499999999996
validation,candidate,proof,mathd_numbertheory_37,1,False,False,False,0.02089896
validation,candidate,proof,mathd_numbertheory_64,0,True,True,False,0.003943
validation,candidate,proof,aime_1991_p6,0,False,False,False,0.040106800000000005
validation,control,proof,algebra_others_exirrpowirrrat,0,False,False,False,0.039117259999999994
validation,candidate,proof,imo_1984_p6,0,False,False,False,0.041111879999999996
validation,candidate,proof,mathd_algebra_433,0,True,True,False,0.00235882
validation,control,proof,imo_1964_p2,0,True,True,False,0.020544020000000003
validation,control,proof,mathd_algebra_190,1,True,True,False,0.00028026
