arm,cell,theorem,seed,solved,qualified,failed,cost,input,cached,output,uncached_cost
agentic,validation__agentic__amc12a_2013_p8__seed1,amc12a_2013_p8,1,True,True,False,0.00510352,29438,24636,3042,0.009538
agentic,validation__agentic__mathd_algebra_214__seed0,mathd_algebra_214,0,True,True,False,0.00214242,14745,7821,501,0.0035502
agentic,validation__agentic__mathd_algebra_214__seed1,mathd_algebra_214,1,True,True,False,0.00121796,12511,9088,293,0.0028538
agentic,validation__agentic__mathd_numbertheory_303__seed0,mathd_numbertheory_303,0,False,False,False,0.042241879999999996,373582,268834,13263,0.090632
agentic,validation__agentic__mathd_numbertheory_303__seed1,mathd_numbertheory_303,1,False,False,False,0.040306800000000004,292797,186930,12829,0.0739542
agentic,validation__agentic__imo_1969_p2__seed0,imo_1969_p2,0,False,False,False,0.040771579999999995,239143,122199,12449,0.0627674
agentic,validation__agentic__imo_1969_p2__seed1,imo_1969_p2,1,False,False,False,0.0353756,312826,209880,8824,0.073154
agentic,validation__agentic__aime_1989_p8__seed0,aime_1989_p8,0,True,True,False,0.0001793,4378,4375,76,0.0009667999999999999
agentic,validation__agentic__aime_1989_p8__seed1,aime_1989_p8,1,True,True,False,0.00048793999999999997,4378,2607,68,0.0009572
agentic,validation__agentic__amc12a_2016_p3__seed0,amc12a_2016_p3,0,True,True,False,0.031418180000000004,298183,200929,6624,0.06758539999999999
agentic,validation__agentic__amc12a_2016_p3__seed1,amc12a_2016_p3,1,True,True,False,0.00827122,51836,25551,2086,0.0128704
agentic,validation__agentic__mathd_algebra_234__seed0,mathd_algebra_234,0,True,True,False,0.0007377999999999999,7766,6370,276,0.0018844
agentic,validation__agentic__mathd_algebra_234__seed1,mathd_algebra_234,1,True,True,False,0.00026906,3766,3763,161,0.0009464
agentic,validation__agentic__mathd_numbertheory_33__seed0,mathd_numbertheory_33,0,True,True,False,0.00172986,24531,22413,715,0.0057642
agentic,validation__agentic__mathd_numbertheory_33__seed1,mathd_numbertheory_33,1,True,True,False,0.005364,50352,39380,1985,0.0124524
agentic,validation__agentic__imo_1981_p6__seed0,imo_1981_p6,0,True,True,False,0.01110844,40601,18552,5273,0.0144478
agentic,validation__agentic__imo_1981_p6__seed1,imo_1981_p6,1,True,True,False,0.00591786,23034,11883,2875,0.0080568
agentic,validation__agentic__aime_1991_p9__seed0,aime_1991_p9,0,False,False,False,0.042696479999999995,301998,176224,11681,0.07441679999999999
agentic,validation__agentic__aime_1991_p9__seed1,aime_1991_p9,1,False,False,False,0.040570220000000004,263989,164771,14526,0.070229
agentic,validation__agentic__amc12a_2019_p21__seed0,amc12a_2019_p21,0,False,False,False,0.024666940000000002,644771,624187,6722,0.1370206
agentic,validation__agentic__amc12a_2019_p21__seed1,amc12a_2019_p21,1,False,False,False,0.03450679999999999,697240,635260,7838,0.14885359999999997
agentic,validation__agentic__mathd_algebra_251__seed0,mathd_algebra_251,0,True,True,False,0.0052508599999999996,32959,21543,2114,0.0091286
agentic,validation__agentic__mathd_algebra_251__seed1,mathd_algebra_251,1,True,True,False,0.00790718,45319,27579,3173,0.0128714
agentic,validation__agentic__mathd_numbertheory_37__seed0,mathd_numbertheory_37,0,False,False,False,0.030040439999999998,331581,264772,9486,0.07769939999999999
agentic,validation__agentic__mathd_numbertheory_37__seed1,mathd_numbertheory_37,1,False,False,False,0.0392878,343085,223240,9045,0.079471
agentic,validation__agentic__imo_1984_p6__seed0,imo_1984_p6,0,False,False,False,0.01395546,91266,63083,5881,0.0253104
agentic,validation__agentic__imo_1984_p6__seed1,imo_1984_p6,1,False,False,False,0.04168522000000001,304985,177261,10496,0.0735922
agentic,validation__agentic__amc12a_2020_p21__seed0,amc12a_2020_p21,0,False,False,False,0.038298839999999994,244752,151242,13810,0.0655224
agentic,validation__agentic__amc12a_2020_p21__seed1,amc12a_2020_p21,1,False,False,False,0.034255879999999995,428521,375024,13380,0.1017602
agentic,validation__agentic__mathd_algebra_282__seed0,mathd_algebra_282,0,False,False,False,0.03246524,665674,610722,7717,0.1423952
agentic,validation__agentic__mathd_algebra_282__seed1,mathd_algebra_282,1,False,False,False,0.0295687,829310,793845,5499,0.17246079999999997
agentic,validation__agentic__mathd_numbertheory_405__seed0,mathd_numbertheory_405,0,False,False,False,0.041922999999999995,198419,76500,13341,0.05569299999999999
agentic,validation__agentic__mathd_numbertheory_405__seed1,mathd_numbertheory_405,1,False,False,False,0.03531186,127008,52723,16167,0.044801999999999995
agentic,validation__agentic__amc12b_2002_p3__seed0,amc12b_2002_p3,0,True,True,False,0.00974504,79393,55922,3277,0.019811
agentic,validation__agentic__amc12b_2002_p3__seed1,amc12b_2002_p3,1,True,True,False,0.01254874,129146,102967,4378,0.0310828
agentic,validation__agentic__mathd_algebra_327__seed0,mathd_algebra_327,0,True,True,False,0.0016884599999999997,16530,11573,388,0.0037716
agentic,validation__agentic__mathd_algebra_327__seed1,mathd_algebra_327,1,True,True,False,0.0007030599999999999,7715,6373,256,0.0018501999999999998
agentic,validation__agentic__mathd_numbertheory_43__seed0,mathd_numbertheory_43,0,False,False,False,0.023400180000000003,210510,161039,8571,0.0523872
agentic,validation__agentic__mathd_numbertheory_43__seed1,mathd_numbertheory_43,1,False,False,False,0.013676200000000001,219794,204530,5444,0.0504916
agentic,validation__agentic__amc12b_2003_p6__seed0,amc12b_2003_p6,0,True,True,False,0.0099604,53309,37070,4976,0.016633
agentic,validation__agentic__amc12b_2003_p6__seed1,amc12b_2003_p6,1,True,True,False,0.01294354,70805,39097,4850,0.019981
agentic,validation__agentic__mathd_algebra_393__seed0,mathd_algebra_393,0,True,True,False,0.0045851799999999995,19367,11799,2363,0.006709
agentic,validation__agentic__mathd_algebra_393__seed1,mathd_algebra_393,1,True,True,False,0.00237444,13311,9192,1139,0.004029
agentic,validation__agentic__mathd_numbertheory_461__seed0,mathd_numbertheory_461,0,True,True,False,0.00020018,3802,3799,103,0.0008839999999999999
agentic,validation__agentic__mathd_numbertheory_461__seed1,mathd_numbertheory_461,1,True,True,False,0.00119798,7861,3799,258,0.0018817999999999999
agentic,validation__agentic__amc12b_2020_p5__seed0,amc12b_2020_p5,0,True,True,False,0.00024762,4014,4011,139,0.0009695999999999999
agentic,validation__agentic__amc12b_2020_p5__seed1,amc12b_2020_p5,1,True,True,False,0.00063376,8243,6618,147,0.0018249999999999998
agentic,validation__agentic__mathd_algebra_421__seed0,mathd_algebra_421,0,True,True,False,0.0009438399999999999,12938,12452,498,0.0031852
agentic,validation__agentic__mathd_algebra_421__seed1,mathd_algebra_421,1,True,True,False,0.0034472599999999997,30571,21803,1048,0.0073717999999999995
agentic,validation__agentic__mathd_numbertheory_530__seed0,mathd_numbertheory_530,0,False,False,False,0.03767412,324684,226846,11308,0.0785064
agentic,validation__agentic__mathd_numbertheory_530__seed1,mathd_numbertheory_530,1,False,False,False,0.037108840000000004,559658,469722,8106,0.1216588
agentic,validation__agentic__amc12_2000_p12__seed0,amc12_2000_p12,0,False,False,False,0.042276459999999995,301004,181473,12284,0.0749416
agentic,validation__agentic__amc12_2000_p12__seed1,amc12_2000_p12,1,True,True,False,0.029586939999999992,87824,48357,17272,0.0382912
agentic,validation__agentic__mathd_algebra_433__seed0,mathd_algebra_433,0,True,True,False,0.0017735399999999999,14358,8927,424,0.0033803999999999996
agentic,validation__agentic__mathd_algebra_433__seed1,mathd_algebra_433,1,True,True,False,0.0016446599999999998,14391,10033,477,0.0034506
agentic,validation__agentic__mathd_numbertheory_64__seed0,mathd_numbertheory_64,0,True,True,False,0.01477256,87469,64438,7398,0.0263714
agentic,validation__agentic__mathd_numbertheory_64__seed1,mathd_numbertheory_64,1,True,True,False,0.011831359999999999,80974,62888,5797,0.023151199999999997
agentic,validation__agentic__amc12_2001_p21__seed0,amc12_2001_p21,0,False,False,False,0.014798759999999998,159513,143228,7231,0.0405798
agentic,validation__agentic__amc12_2001_p21__seed1,amc12_2001_p21,1,False,False,False,0.013698400000000001,145997,137610,7724,0.0384682
agentic,validation__agentic__amc12a_2002_p6__seed0,amc12a_2002_p6,0,True,True,False,0.00017393999999999998,3810,3807,81,0.0008592
agentic,validation__agentic__amc12a_2002_p6__seed1,amc12a_2002_p6,1,True,True,False,0.00087,3810,0,90,0.00087
ace,validation__ace__imo_1960_p2__seed0,imo_1960_p2,0,True,True,False,0.0023646399999999995,27836,26172,1257,0.0070756
ace,validation__ace__imo_1960_p2__seed1,imo_1960_p2,1,True,True,False,0.00686324,58330,47882,3180,0.015482
ace,validation__ace__aime_1991_p6__seed0,aime_1991_p6,0,False,False,False,0.027599439999999996,399242,345272,8250,0.0897484
ace,validation__ace__aime_1991_p6__seed1,aime_1991_p6,1,False,False,False,0.04081756,223502,123038,15220,0.0629644
ace,validation__ace__amc12a_2008_p4__seed0,amc12a_2008_p4,0,True,True,False,0.02313776,195295,133938,6823,0.0472466
ace,validation__ace__amc12a_2008_p4__seed1,amc12a_2008_p4,1,False,False,False,0.025813300000000004,638675,616125,7484,0.1367158
ace,validation__ace__induction_prod1p1onk3le3m1onn__seed0,induction_prod1p1onk3le3m1onn,0,False,False,False,0.03889538,368761,272389,11811,0.08792539999999999
ace,validation__ace__induction_prod1p1onk3le3m1onn__seed1,induction_prod1p1onk3le3m1onn,1,False,False,False,0.0345888,426951,352090,10479,0.097965
ace,validation__ace__algebra_others_exirrpowirrrat__seed0,algebra_others_exirrpowirrrat,0,False,False,False,0.03750336,296337,201598,12103,0.073791
ace,validation__ace__algebra_others_exirrpowirrrat__seed1,algebra_others_exirrpowirrrat,1,False,False,False,0.03581368,379538,307764,12753,0.09121119999999999
ace,validation__ace__mathd_algebra_190__seed0,mathd_algebra_190,0,True,True,False,0.00027988000000000004,6047,6044,132,0.0013678
ace,validation__ace__mathd_algebra_190__seed1,mathd_algebra_190,1,True,True,False,0.00051946,6047,4873,156,0.0013966
ace,validation__ace__mathd_numbertheory_284__seed0,mathd_numbertheory_284,0,True,True,False,0.0006222599999999999,6081,4873,236,0.0014994
ace,validation__ace__mathd_numbertheory_284__seed1,mathd_numbertheory_284,1,True,True,False,0.00030216,6081,6078,150,0.0013962
ace,validation__ace__imo_1964_p2__seed0,imo_1964_p2,0,True,True,False,0.02283196,135941,84168,8995,0.0379822
ace,validation__ace__imo_1964_p2__seed1,imo_1964_p2,1,False,False,False,0.037584299999999994,220437,118475,12352,0.0589098
ace,validation__ace__aime_1984_p7__seed0,aime_1984_p7,0,False,False,False,0.03864314,110971,57217,22290,0.04894219999999999
ace,validation__ace__aime_1984_p7__seed1,aime_1984_p7,1,False,False,False,0.033791659999999994,170284,92833,13704,0.050501599999999994
ace,validation__ace__amc12a_2013_p8__seed0,amc12a_2013_p8,0,True,True,False,0.01008776,62185,48918,5380,0.018893
ace,validation__ace__amc12a_2013_p8__seed1,amc12a_2013_p8,1,True,True,False,0.00847968,62157,50154,4230,0.0175074
ace,validation__ace__mathd_algebra_214__seed0,mathd_algebra_214,0,True,True,False,0.0003784,6173,6170,212,0.0014889999999999999
ace,validation__ace__mathd_algebra_214__seed1,mathd_algebra_214,1,True,True,False,0.00066106,6173,4873,253,0.0015382
ace,validation__ace__mathd_numbertheory_303__seed0,mathd_numbertheory_303,0,False,False,False,0.037447499999999995,296811,209835,13213,0.0752178
ace,validation__ace__mathd_numbertheory_303__seed1,mathd_numbertheory_303,1,False,False,False,0.061302579999999995,156518,97219,39582,0.078802
ace,validation__ace__imo_1969_p2__seed0,imo_1969_p2,0,False,False,False,0.03843869999999999,269340,158945,10984,0.06704879999999999
ace,validation__ace__imo_1969_p2__seed1,imo_1969_p2,1,False,False,False,0.03437288000000001,568000,502344,9329,0.1247948
ace,validation__ace__aime_1989_p8__seed0,aime_1989_p8,0,True,True,False,0.00023361999999999998,6674,6671,83,0.0014344
ace,validation__ace__aime_1989_p8__seed1,aime_1989_p8,1,True,True,False,0.00066406,6674,4873,172,0.0015412
ace,validation__ace__amc12a_2016_p3__seed0,amc12a_2016_p3,0,True,True,False,0.03790318,342095,234479,9742,0.0801094
ace,validation__ace__amc12a_2016_p3__seed1,amc12a_2016_p3,1,True,True,False,0.004155799999999999,31132,23230,1759,0.0083372
ace,validation__ace__mathd_algebra_234__seed0,mathd_algebra_234,0,True,True,False,0.00058966,6062,4873,212,0.0014667999999999999
ace,validation__ace__mathd_algebra_234__seed1,mathd_algebra_234,1,True,True,False,0.00035098,6062,6059,191,0.0014416
ace,validation__ace__mathd_numbertheory_33__seed0,mathd_numbertheory_33,0,True,True,False,0.00079172,12391,12056,403,0.0029617999999999997
ace,validation__ace__mathd_numbertheory_33__seed1,mathd_numbertheory_33,1,True,True,False,0.0008978599999999999,6031,4873,474,0.0017749999999999999
ace,validation__ace__imo_1981_p6__seed0,imo_1981_p6,0,True,True,False,0.012629360000000001,113758,83148,4037,0.027596
ace,validation__ace__imo_1981_p6__seed1,imo_1981_p6,1,True,True,False,0.015201919999999997,86698,53436,6234,0.0248204
ace,validation__ace__aime_1991_p9__seed0,aime_1991_p9,0,False,False,False,0.037475619999999994,254018,151991,11692,0.064834
ace,validation__ace__aime_1991_p9__seed1,aime_1991_p9,1,True,True,False,0.04028908,280406,166054,11748,0.0701788
ace,validation__ace__amc12a_2019_p21__seed0,amc12a_2019_p21,0,False,False,False,0.04202284,384920,294602,15056,0.0950512
ace,validation__ace__amc12a_2019_p21__seed1,amc12a_2019_p21,1,False,False,False,0.03503092,512771,412356,5584,0.10925499999999999
ace,validation__ace__mathd_algebra_251__seed0,mathd_algebra_251,0,True,True,False,0.0007442600000000001,6067,4873,340,0.0016213999999999998
ace,validation__ace__mathd_algebra_251__seed1,mathd_algebra_251,1,True,True,False,0.0008334799999999999,6067,6064,593,0.0019249999999999998
ace,validation__ace__mathd_numbertheory_37__seed0,mathd_numbertheory_37,0,False,False,False,0.018379239999999998,177632,132902,5646,0.0423016
ace,validation__ace__mathd_numbertheory_37__seed1,mathd_numbertheory_37,1,False,False,False,0.019055479999999996,300286,271574,6568,0.0679388
ace,validation__ace__imo_1984_p6__seed0,imo_1984_p6,0,False,False,False,0.02154132,139257,92056,8550,0.0381114
ace,validation__ace__imo_1984_p6__seed1,imo_1984_p6,1,False,False,False,0.023630279999999997,175380,122814,8884,0.045736799999999994
ace,validation__ace__amc12a_2020_p21__seed0,amc12a_2020_p21,0,False,False,False,0.039585140000000005,383446,296627,13574,0.092978
ace,validation__ace__amc12a_2020_p21__seed1,amc12a_2020_p21,1,False,False,False,0.0352226,341764,272290,13235,0.0842348
ace,validation__ace__mathd_algebra_282__seed0,mathd_algebra_282,0,False,False,False,0.027444200000000002,684619,654060,6876,0.145175
ace,validation__ace__mathd_algebra_282__seed1,mathd_algebra_282,1,False,False,False,0.031754740000000004,605729,541537,6738,0.1292314
ace,validation__ace__mathd_numbertheory_405__seed0,mathd_numbertheory_405,0,False,False,False,0.03593458,152747,67269,14578,0.048042999999999995
ace,validation__ace__mathd_numbertheory_405__seed1,mathd_numbertheory_405,1,False,False,False,0.04094536000000001,209474,95488,13532,0.058133199999999996
ace,validation__ace__amc12b_2002_p3__seed0,amc12b_2002_p3,0,True,True,False,0.00563788,41939,35924,3097,0.012104199999999999
ace,validation__ace__amc12b_2002_p3__seed1,amc12b_2002_p3,1,True,True,False,0.01080306,95082,75783,4523,0.024444
ace,validation__ace__mathd_algebra_327__seed0,mathd_algebra_327,0,True,True,False,0.00132636,27813,26028,374,0.0060114
ace,validation__ace__mathd_algebra_327__seed1,mathd_algebra_327,1,True,True,False,0.0016399399999999999,21673,17157,328,0.0047282
ace,validation__ace__mathd_numbertheory_43__seed0,mathd_numbertheory_43,0,False,False,False,0.030348519999999997,264962,201306,11326,0.06658359999999999
ace,validation__ace__mathd_numbertheory_43__seed1,mathd_numbertheory_43,1,False,False,False,0.018494379999999998,272912,253929,8016,0.0642016
ace,validation__ace__amc12b_2003_p6__seed0,amc12b_2003_p6,0,True,True,False,0.029214920000000002,234256,155246,8590,0.05715919999999999
ace,validation__ace__amc12b_2003_p6__seed1,amc12b_2003_p6,1,True,True,False,0.024704459999999998,127098,66433,9369,0.0366624
ace,validation__ace__mathd_algebra_393__seed0,mathd_algebra_393,0,True,True,False,0.007215579999999999,40046,32489,4212,0.013063599999999998
ace,validation__ace__mathd_algebra_393__seed1,mathd_algebra_393,1,True,True,False,0.011955359999999998,82752,66148,6093,0.023862
ace,validation__ace__mathd_numbertheory_461__seed0,mathd_numbertheory_461,0,True,True,False,0.00064246,6098,4873,250,0.0015195999999999999
ace,validation__ace__mathd_numbertheory_461__seed1,mathd_numbertheory_461,1,True,True,False,0.0003937,6098,6095,226,0.0014908
ace,validation__ace__amc12b_2020_p5__seed0,amc12b_2020_p5,0,True,True,False,0.00059486,6310,4873,175,0.0014719999999999998
ace,validation__ace__amc12b_2020_p5__seed1,amc12b_2020_p5,1,True,True,False,0.00032954,6310,6307,169,0.0014647999999999998
ace,validation__ace__mathd_algebra_421__seed0,mathd_algebra_421,0,True,True,False,0.0024739,43973,40595,822,0.009781
ace,validation__ace__mathd_algebra_421__seed1,mathd_algebra_421,1,True,True,False,0.0026412199999999997,25015,18901,867,0.006043399999999999
ace,validation__ace__mathd_numbertheory_530__seed0,mathd_numbertheory_530,0,False,False,False,0.0360834,234567,126200,9905,0.0587994
ace,validation__ace__mathd_numbertheory_530__seed1,mathd_numbertheory_530,1,False,False,False,0.0348965,351163,270065,11063,0.08350819999999999
ace,validation__ace__amc12_2000_p12__seed0,amc12_2000_p12,0,True,True,False,0.0092516,35674,23440,5280,0.013470799999999998
ace,validation__ace__amc12_2000_p12__seed1,amc12_2000_p12,1,False,False,False,0.03843196,203468,139958,19109,0.0636244
ace,validation__ace__mathd_algebra_433__seed0,mathd_algebra_433,0,True,True,False,0.0021030999999999997,23486,19325,737,0.005581599999999999
ace,validation__ace__mathd_algebra_433__seed1,mathd_algebra_433,1,True,True,False,0.0038207199999999997,36608,26816,1105,0.008647599999999998
ace,validation__ace__mathd_numbertheory_64__seed0,mathd_numbertheory_64,0,True,True,False,0.020109539999999995,141108,86507,6216,0.0356808
ace,validation__ace__mathd_numbertheory_64__seed1,mathd_numbertheory_64,1,True,True,False,0.00853814,77542,60177,3218,0.01937
ace,validation__ace__amc12_2001_p21__seed0,amc12_2001_p21,0,False,False,False,0.02055416,147295,98558,7363,0.0382946
ace,validation__ace__amc12_2001_p21__seed1,amc12_2001_p21,1,False,False,False,0.02864422,200822,132461,10269,0.0524872
ace,validation__ace__amc12a_2002_p6__seed0,amc12a_2002_p6,0,True,True,False,0.0006188599999999999,6106,4873,229,0.001496
ace,validation__ace__amc12a_2002_p6__seed1,amc12a_2002_p6,1,True,True,False,0.00033865999999999996,6106,6103,180,0.0014372
ace_session,validation__session__imo_1960_p2__seed0,imo_1960_p2,0,True,True,False,0.00708044,55882,41402,2797,0.014532799999999998
ace_session,validation__session__imo_1960_p2__seed1,imo_1960_p2,1,True,True,False,0.0053831,52732,43085,2160,0.013138399999999998
ace_session,validation__session__aime_1991_p6__seed0,aime_1991_p6,0,False,False,False,0.0314391,484653,408275,6665,0.1049286
ace_session,validation__session__aime_1991_p6__seed1,aime_1991_p6,1,False,False,False,0.04147698,282249,156869,11053,0.0697134
ace_session,validation__session__amc12a_2008_p4__seed0,amc12a_2008_p4,0,True,True,False,0.0450565,236504,117495,15754,0.0662056
ace_session,validation__session__amc12a_2008_p4__seed1,amc12a_2008_p4,1,True,True,False,0.027038299999999998,211810,150645,9827,0.0541544
ace_session,validation__session__induction_prod1p1onk3le3m1onn__seed0,induction_prod1p1onk3le3m1onn,0,False,False,False,0.0434111,247600,142245,16246,0.0690152
ace_session,validation__session__induction_prod1p1onk3le3m1onn__seed1,induction_prod1p1onk3le3m1onn,1,False,False,False,0.04131836,246244,131078,13053,0.0649124
ace_session,validation__session__algebra_others_exirrpowirrrat__seed0,algebra_others_exirrpowirrrat,0,False,False,False,0.04428217999999999,606235,543609,17404,0.1421318
ace_session,validation__session__algebra_others_exirrpowirrrat__seed1,algebra_others_exirrpowirrrat,1,False,False,False,0.041447359999999996,585562,495448,11263,0.130628
ace_session,validation__session__mathd_algebra_190__seed0,mathd_algebra_190,0,True,True,False,0.00020908,6047,6044,73,0.001297
ace_session,validation__session__mathd_algebra_190__seed1,mathd_algebra_190,1,True,True,False,0.00027988000000000004,6047,6044,132,0.0013678
ace_session,validation__session__mathd_numbertheory_284__seed0,mathd_numbertheory_284,0,True,True,False,0.00032016,6081,6078,165,0.0014142
ace_session,validation__session__mathd_numbertheory_284__seed1,mathd_numbertheory_284,1,True,True,False,0.00029256,6081,6078,142,0.0013866
ace_session,validation__session__imo_1964_p2__seed0,imo_1964_p2,0,False,False,False,0.044796539999999996,175917,69647,18458,0.057332999999999995
ace_session,validation__session__imo_1964_p2__seed1,imo_1964_p2,1,True,True,False,0.012606019999999999,74638,49411,5477,0.0215
ace_session,validation__session__aime_1984_p7__seed0,aime_1984_p7,0,True,True,False,0.023846259999999998,122078,76123,10944,0.037548399999999996
ace_session,validation__session__aime_1984_p7__seed1,aime_1984_p7,1,False,False,False,0.04289982,134943,71071,23920,0.055692599999999995
ace_session,validation__session__amc12a_2013_p8__seed0,amc12a_2013_p8,0,True,True,False,0.01610244,75864,52762,8689,0.0255996
ace_session,validation__session__amc12a_2013_p8__seed1,amc12a_2013_p8,1,True,True,False,0.02061806,142354,101693,8710,0.038922799999999994
ace_session,validation__session__mathd_algebra_214__seed0,mathd_algebra_214,0,True,True,False,0.0003424,6173,6170,182,0.0014529999999999999
ace_session,validation__session__mathd_algebra_214__seed1,mathd_algebra_214,1,True,True,False,0.00040359999999999994,6173,6170,233,0.0015141999999999998
ace_session,validation__session__mathd_numbertheory_303__seed0,mathd_numbertheory_303,0,False,False,False,0.04109172,387045,316836,17261,0.09812219999999999
ace_session,validation__session__mathd_numbertheory_303__seed1,mathd_numbertheory_303,1,False,False,False,0.044235780000000016,440655,360229,17455,0.10907700000000001
ace_session,validation__session__imo_1969_p2__seed0,imo_1969_p2,0,False,False,False,0.04102193999999999,326892,237607,15344,0.08379120000000001
ace_session,validation__session__imo_1969_p2__seed1,imo_1969_p2,1,False,False,False,0.040507480000000005,412322,319454,12954,0.09800919999999999
ace_session,validation__session__aime_1989_p8__seed0,aime_1989_p8,0,True,True,False,0.00025522,6674,6671,101,0.0014559999999999998
ace_session,validation__session__aime_1989_p8__seed1,aime_1989_p8,1,True,True,False,0.00022642,6674,6671,77,0.0014272
ace_session,validation__session__amc12a_2016_p3__seed0,amc12a_2016_p3,0,False,False,False,0.045433879999999996,358138,246814,15194,0.0898604
ace_session,validation__session__amc12a_2016_p3__seed1,amc12a_2016_p3,1,True,True,False,0.011908859999999999,91809,61603,3863,0.022997399999999998
ace_session,validation__session__mathd_algebra_234__seed0,mathd_algebra_234,0,True,True,False,0.00031018,6062,6059,157,0.0014008
ace_session,validation__session__mathd_algebra_234__seed1,mathd_algebra_234,1,True,True,False,0.00062098,6062,6059,416,0.0017116
ace_session,validation__session__mathd_numbertheory_33__seed0,mathd_numbertheory_33,0,True,True,False,0.0021917200000000003,12653,12056,1526,0.0043618
ace_session,validation__session__mathd_numbertheory_33__seed1,mathd_numbertheory_33,1,True,True,False,0.0007095199999999999,12340,12056,343,0.0028795999999999995
ace_session,validation__session__imo_1981_p6__seed0,imo_1981_p6,0,True,True,False,0.012131019999999998,88490,61441,4577,0.0231904
ace_session,validation__session__imo_1981_p6__seed1,imo_1981_p6,1,True,True,False,0.005174679999999999,47465,39544,2333,0.012292599999999999
ace_session,validation__session__aime_1991_p9__seed0,aime_1991_p9,0,False,False,False,0.04483364,284563,178452,16702,0.076955
ace_session,validation__session__aime_1991_p9__seed1,aime_1991_p9,1,False,False,False,0.04011883999999999,278479,188392,15278,0.0740294
ace_session,validation__session__amc12a_2019_p21__seed0,amc12a_2019_p21,0,False,False,False,0.040995720000000006,376302,265146,11218,0.088722
ace_session,validation__session__amc12a_2019_p21__seed1,amc12a_2019_p21,1,False,False,False,0.037586760000000004,611505,549108,11771,0.1364262
ace_session,validation__session__mathd_algebra_251__seed0,mathd_algebra_251,0,True,True,False,0.00397704,35166,27132,1523,0.0088608
ace_session,validation__session__mathd_algebra_251__seed1,mathd_algebra_251,1,True,True,False,0.00074468,6067,6064,519,0.0018361999999999999
ace_session,validation__session__mathd_numbertheory_37__seed0,mathd_numbertheory_37,0,False,False,False,0.03011702,302782,240221,10667,0.0733568
ace_session,validation__session__mathd_numbertheory_37__seed1,mathd_numbertheory_37,1,False,False,False,0.021776479999999994,223444,168504,6182,0.0521072
ace_session,validation__session__imo_1984_p6__seed0,imo_1984_p6,0,False,False,False,0.02600626,365477,330133,10279,0.08543019999999998
ace_session,validation__session__imo_1984_p6__seed1,imo_1984_p6,1,False,False,False,0.022359279999999995,220970,181324,9003,0.054997599999999994
ace_session,validation__session__amc12a_2020_p21__seed0,amc12a_2020_p21,0,False,False,False,0.030804919999999996,170452,118426,15026,0.052121600000000004
ace_session,validation__session__amc12a_2020_p21__seed1,amc12a_2020_p21,1,False,False,False,0.04274279999999999,254760,172120,18977,0.0737244
